target,source,relation
hgnc.symbol:DNAJA1,ncbigene:3301,hasSymbol
hgnc.symbol:AZIN1,ncbigene:51582,hasSymbol
hgnc.symbol:EIF4G2,ncbigene:1982,hasSymbol
hgnc.symbol:MYF6,ncbigene:4618,hasSymbol
hgnc.symbol:QKI,ncbigene:9444,hasSymbol
hgnc.symbol:CBX3,ncbigene:11335,hasSymbol
hgnc.symbol:ERC2,ncbigene:26059,hasSymbol
hgnc.symbol:RBPMS,ncbigene:11030,hasSymbol
hgnc.symbol:PPP1R3C,ncbigene:5507,hasSymbol
hgnc.symbol:NAT10,ncbigene:55226,hasSymbol
hgnc.symbol:CHST5,ncbigene:23563,hasSymbol
hgnc.symbol:HS3ST3A1,ncbigene:9955,hasSymbol
hgnc.symbol:GSTK1,ncbigene:373156,hasSymbol
hgnc.symbol:CHST7,ncbigene:56548,hasSymbol
hgnc.symbol:HS3ST3B1,ncbigene:9953,hasSymbol
hgnc.symbol:CHST1,ncbigene:8534,hasSymbol
hgnc.symbol:KCNAB2,ncbigene:8514,hasSymbol
hgnc.symbol:GSTCD,ncbigene:79807,hasSymbol
hgnc.symbol:NAA50,ncbigene:80218,hasSymbol
hgnc.symbol:NQO2,ncbigene:4835,hasSymbol
hgnc.symbol:ABCG2,ncbigene:9429,hasSymbol
hgnc.symbol:EPHX1,ncbigene:2052,hasSymbol
hgnc.symbol:GSTP1,ncbigene:2950,hasSymbol
hgnc.symbol:ABCC6,ncbigene:368,hasSymbol
hgnc.symbol:KEAP1,ncbigene:9817,hasSymbol
hgnc.symbol:GCLM,ncbigene:2730,hasSymbol
hgnc.symbol:GCLC,ncbigene:2729,hasSymbol
hgnc.symbol:SRXN1,ncbigene:140809,hasSymbol
hgnc.symbol:CES1,ncbigene:1066,hasSymbol
hgnc.symbol:TCN2,ncbigene:6948,hasSymbol
hgnc.symbol:CUBN,ncbigene:8029,hasSymbol
hgnc.symbol:HBA1,ncbigene:3039,hasSymbol
hgnc.symbol:ALB,ncbigene:213,hasSymbol
hgnc.symbol:MCEE,ncbigene:84693,hasSymbol
hgnc.symbol:TCN1,ncbigene:6947,hasSymbol
hgnc.symbol:MMAB,ncbigene:326625,hasSymbol
hgnc.symbol:LRP2,ncbigene:4036,hasSymbol
hgnc.symbol:GIF,ncbigene:2694,hasSymbol
hgnc.symbol:MUT,ncbigene:4594,hasSymbol
hgnc.symbol:SARDH,ncbigene:1757,hasSymbol
hgnc.symbol:GNMT,ncbigene:27232,hasSymbol
hgnc.symbol:BHMT2,ncbigene:23743,hasSymbol
hgnc.symbol:GPX5,ncbigene:2880,hasSymbol
hgnc.symbol:ETNK1,ncbigene:55500,hasSymbol
hgnc.symbol:GPX7,ncbigene:2882,hasSymbol
hgnc.symbol:CSAD,ncbigene:51380,hasSymbol
hgnc.symbol:CEPT1,ncbigene:10390,hasSymbol
hgnc.symbol:DMGDH,ncbigene:29958,hasSymbol
hgnc.symbol:CDO1,ncbigene:1036,hasSymbol
hgnc.symbol:SHMT2,ncbigene:6472,hasSymbol
hgnc.symbol:MTHFR,ncbigene:4524,hasSymbol
hgnc.symbol:SHMT1,ncbigene:6470,hasSymbol
hgnc.symbol:TCN2,ncbigene:6948,hasSymbol
hgnc.symbol:GLRX,ncbigene:2745,hasSymbol
hgnc.symbol:ALDH1L1,ncbigene:10840,hasSymbol
hgnc.symbol:AMT,ncbigene:275,hasSymbol
hgnc.symbol:FTCD,ncbigene:10841,hasSymbol
hgnc.symbol:MTHFD1L,ncbigene:25902,hasSymbol
hgnc.symbol:ATIC,ncbigene:471,hasSymbol
hgnc.symbol:FOLH1,ncbigene:2346,hasSymbol
hgnc.symbol:MTHFS,ncbigene:10588,hasSymbol
hgnc.symbol:MTFMT,ncbigene:123263,hasSymbol
hgnc.symbol:UPB1,ncbigene:51733,hasSymbol
hgnc.symbol:SLC22A7,ncbigene:10864,hasSymbol
hgnc.symbol:SMUG1,ncbigene:23583,hasSymbol
hgnc.symbol:CDA,ncbigene:978,hasSymbol
hgnc.symbol:PPAT,ncbigene:5471,hasSymbol
hgnc.symbol:UCK1,ncbigene:83549,hasSymbol
hgnc.symbol:UPP2,ncbigene:151531,hasSymbol
hgnc.symbol:DPYS,ncbigene:1807,hasSymbol
hgnc.symbol:TK1,ncbigene:7083,hasSymbol
hgnc.symbol:UCK2,ncbigene:7371,hasSymbol
hgnc.symbol:MTHFR,ncbigene:4524,hasSymbol
hgnc.symbol:DIO1,ncbigene:1733,hasSymbol
hgnc.symbol:PRDX2,ncbigene:7001,hasSymbol
hgnc.symbol:PRDX4,ncbigene:10549,hasSymbol
hgnc.symbol:PNPO,ncbigene:55163,hasSymbol
hgnc.symbol:SELENOT,ncbigene:51714,hasSymbol
hgnc.symbol:SELENOV,ncbigene:348303,hasSymbol
hgnc.symbol:SELENOW,ncbigene:6415,hasSymbol
hgnc.symbol:PRDX3,ncbigene:10935,hasSymbol
hgnc.symbol:SELENOF,ncbigene:9403,hasSymbol
hgnc.symbol:PRDX5,ncbigene:25824,hasSymbol
hgnc.symbol:PHGDH,ncbigene:26227,hasSymbol
hgnc.symbol:AHCYL1,ncbigene:10768,hasSymbol
hgnc.symbol:AMT,ncbigene:275,hasSymbol
hgnc.symbol:MTHFD2L,ncbigene:441024,hasSymbol
hgnc.symbol:DNMT3L,ncbigene:29947,hasSymbol
hgnc.symbol:PSPH,ncbigene:5723,hasSymbol
hgnc.symbol:MTHFD1,ncbigene:4522,hasSymbol
hgnc.symbol:DHFR2,ncbigene:200895,hasSymbol
hgnc.symbol:MTHFD1L,ncbigene:25902,hasSymbol
hgnc.symbol:AHCYL2,ncbigene:23382,hasSymbol
hgnc.symbol:ALDH1L1,ncbigene:10840,hasSymbol
hgnc.symbol:MTHFR,ncbigene:4524,hasSymbol
hgnc.symbol:CYP2E1,ncbigene:1571,hasSymbol
hgnc.symbol:ALDH1A1,ncbigene:216,hasSymbol
hgnc.symbol:CREB1,ncbigene:1385,hasSymbol
hgnc.symbol:CEBPB,ncbigene:1051,hasSymbol
hgnc.symbol:CBS,ncbigene:875,hasSymbol
hgnc.symbol:ADH5,ncbigene:128,hasSymbol
hgnc.symbol:SLC46A1,ncbigene:113235,hasSymbol
hgnc.symbol:ALB,ncbigene:213,hasSymbol
hgnc.symbol:FOLR1,ncbigene:2348,hasSymbol
hgnc.symbol:FOLR3,ncbigene:2352,hasSymbol
hgnc.symbol:FLAD1,ncbigene:80308,hasSymbol
hgnc.symbol:IZUMO1R,ncbigene:390243,hasSymbol
hgnc.symbol:FOLR2,ncbigene:2350,hasSymbol
hgnc.symbol:SLC19A1,ncbigene:6573,hasSymbol
hgnc.symbol:GART,ncbigene:2618,hasSymbol
hgnc.symbol:MTHFS,ncbigene:10588,hasSymbol
hgnc.symbol:GIT2,ncbigene:9815,hasSymbol
hgnc.symbol:CAPN11,ncbigene:11131,hasSymbol
hgnc.symbol:CAPN6,ncbigene:827,hasSymbol
hgnc.symbol:MYPN,ncbigene:84665,hasSymbol
hgnc.symbol:CAPN7,ncbigene:23473,hasSymbol
hgnc.symbol:CAPN5,ncbigene:726,hasSymbol
hgnc.symbol:CAPN9,ncbigene:10753,hasSymbol
hgnc.symbol:TNS1,ncbigene:7145,hasSymbol
hgnc.symbol:CAPN10,ncbigene:11132,hasSymbol
hgnc.symbol:CAPN3,ncbigene:825,hasSymbol
hgnc.symbol:STYK1,ncbigene:55359,hasSymbol
hgnc.symbol:MYL6,ncbigene:4637,hasSymbol
hgnc.symbol:ZYX,ncbigene:7791,hasSymbol
hgnc.symbol:TNK1,ncbigene:8711,hasSymbol
hgnc.symbol:PARVB,ncbigene:29780,hasSymbol
hgnc.symbol:TXK,ncbigene:7294,hasSymbol
hgnc.symbol:RELN,ncbigene:5649,hasSymbol
hgnc.symbol:SRMS,ncbigene:6725,hasSymbol
hgnc.symbol:ARHGAP5,ncbigene:394,hasSymbol
hgnc.symbol:FARP2,ncbigene:9855,hasSymbol
hgnc.symbol:RAB10,ncbigene:10890,hasSymbol
hgnc.symbol:EFNA1,ncbigene:1942,hasSymbol
hgnc.symbol:FLT4,ncbigene:2324,hasSymbol
hgnc.symbol:EFNA2,ncbigene:1943,hasSymbol
hgnc.symbol:PHLPP2,ncbigene:23035,hasSymbol
hgnc.symbol:RAB11B,ncbigene:9230,hasSymbol
hgnc.symbol:RAB14,ncbigene:51552,hasSymbol
hgnc.symbol:CSF3R,ncbigene:1441,hasSymbol
hgnc.symbol:RAB2A,ncbigene:5862,hasSymbol
hgnc.symbol:EIF4E2,ncbigene:9470,hasSymbol
hgnc.symbol:CARD14,ncbigene:79092,hasSymbol
hgnc.symbol:NET1,ncbigene:10276,hasSymbol
hgnc.symbol:BEX3,ncbigene:27018,hasSymbol
hgnc.symbol:HSPD1,ncbigene:3329,hasSymbol
hgnc.symbol:YBX3,ncbigene:8531,hasSymbol
hgnc.symbol:SERBP1,ncbigene:26135,hasSymbol
hgnc.symbol:BCL3,ncbigene:602,hasSymbol
hgnc.symbol:RNF7,ncbigene:9616,hasSymbol
hgnc.symbol:PKN1,ncbigene:5585,hasSymbol
hgnc.symbol:IER3,ncbigene:8870,hasSymbol
hgnc.symbol:RAD51,ncbigene:5888,hasSymbol
hgnc.symbol:CDC25A,ncbigene:993,hasSymbol
hgnc.symbol:PIDD1,ncbigene:55367,hasSymbol
hgnc.symbol:RAD9A,ncbigene:5883,hasSymbol
hgnc.symbol:CDC25C,ncbigene:995,hasSymbol
hgnc.symbol:ABL1,ncbigene:25,hasSymbol
hgnc.symbol:TP53BP1,ncbigene:7158,hasSymbol
hgnc.symbol:CCNB1,ncbigene:891,hasSymbol
hgnc.symbol:CCNE1,ncbigene:898,hasSymbol
hgnc.symbol:TP73,ncbigene:7161,hasSymbol
hgnc.symbol:CLIP1,ncbigene:6249,hasSymbol
hgnc.symbol:CLASP1,ncbigene:23332,hasSymbol
hgnc.symbol:F2RL2,ncbigene:2151,hasSymbol
hgnc.symbol:KIF2C,ncbigene:11004,hasSymbol
hgnc.symbol:MARK2,ncbigene:2011,hasSymbol
hgnc.symbol:MAP1B,ncbigene:4131,hasSymbol
hgnc.symbol:MARK1,ncbigene:4139,hasSymbol
hgnc.symbol:TESK2,ncbigene:10420,hasSymbol
hgnc.symbol:TRIO,ncbigene:7204,hasSymbol
hgnc.symbol:MAPRE1,ncbigene:22919,hasSymbol
hgnc.symbol:RALGAPA1,ncbigene:253959,hasSymbol
hgnc.symbol:ITPKC,ncbigene:80271,hasSymbol
hgnc.symbol:GRN,ncbigene:2896,hasSymbol
hgnc.symbol:NUP85,ncbigene:79902,hasSymbol
hgnc.symbol:MYCBP2,ncbigene:23077,hasSymbol
hgnc.symbol:DHTKD1,ncbigene:55526,hasSymbol
hgnc.symbol:RPP38,ncbigene:10557,hasSymbol
hgnc.symbol:IMPA1,ncbigene:3612,hasSymbol
hgnc.symbol:USP38,ncbigene:84640,hasSymbol
hgnc.symbol:PHB,ncbigene:5245,hasSymbol
hgnc.symbol:MIR27A,ncbigene:407018,hasSymbol
hgnc.symbol:MIR374B,ncbigene:100126317,hasSymbol
hgnc.symbol:MIR497,ncbigene:574456,hasSymbol
hgnc.symbol:MIR100,ncbigene:406892,hasSymbol
hgnc.symbol:MIR542,ncbigene:664617,hasSymbol
hgnc.symbol:MIR93,ncbigene:407050,hasSymbol
hgnc.symbol:MIR92A1,ncbigene:407048,hasSymbol
hgnc.symbol:MIR424,ncbigene:494336,hasSymbol
hgnc.symbol:MIR450B,ncbigene:100126302,hasSymbol
hgnc.symbol:MIR371A,ncbigene:442916,hasSymbol
hgnc.symbol:PLK4,ncbigene:10733,hasSymbol
hgnc.symbol:DCK,ncbigene:1633,hasSymbol
hgnc.symbol:ZNF655,ncbigene:79027,hasSymbol
hgnc.symbol:FANCG,ncbigene:2189,hasSymbol
hgnc.symbol:HLTF,ncbigene:6596,hasSymbol
hgnc.symbol:TTK,ncbigene:7272,hasSymbol
hgnc.symbol:SMC2,ncbigene:10592,hasSymbol
hgnc.symbol:ANLN,ncbigene:54443,hasSymbol
hgnc.symbol:RABIF,ncbigene:5877,hasSymbol
hgnc.symbol:KIF4A,ncbigene:24137,hasSymbol
hgnc.symbol:USP6NL,ncbigene:9712,hasSymbol
hgnc.symbol:SYNJ1,ncbigene:8867,hasSymbol
hgnc.symbol:STAM2,ncbigene:10254,hasSymbol
hgnc.symbol:STAMBP,ncbigene:10617,hasSymbol
hgnc.symbol:USP8,ncbigene:9101,hasSymbol
hgnc.symbol:PTPN12,ncbigene:5782,hasSymbol
hgnc.symbol:PLSCR1,ncbigene:5359,hasSymbol
hgnc.symbol:IQSEC1,ncbigene:9922,hasSymbol
hgnc.symbol:SH3KBP1,ncbigene:30011,hasSymbol
hgnc.symbol:REPS2,ncbigene:9185,hasSymbol
hgnc.symbol:PAK4,ncbigene:10298,hasSymbol
hgnc.symbol:EREG,ncbigene:2069,hasSymbol
hgnc.symbol:NRG3,ncbigene:10718,hasSymbol
hgnc.symbol:CBLC,ncbigene:23624,hasSymbol
hgnc.symbol:BTC,ncbigene:685,hasSymbol
hgnc.symbol:AREG,ncbigene:374,hasSymbol
hgnc.symbol:NRG2,ncbigene:9542,hasSymbol
hgnc.symbol:ERBB3,ncbigene:2065,hasSymbol
hgnc.symbol:ERBB4,ncbigene:2066,hasSymbol
hgnc.symbol:NRG4,ncbigene:145957,hasSymbol
hgnc.symbol:FKBP1B,ncbigene:2281,hasSymbol
hgnc.symbol:TFF1,ncbigene:7031,hasSymbol
hgnc.symbol:IAPP,ncbigene:3375,hasSymbol
hgnc.symbol:CD82,ncbigene:3732,hasSymbol
hgnc.symbol:SERPINB10,ncbigene:5273,hasSymbol
hgnc.symbol:BRF1,ncbigene:2972,hasSymbol
hgnc.symbol:NOXA1,ncbigene:10811,hasSymbol
hgnc.symbol:MST1,ncbigene:4485,hasSymbol
hgnc.symbol:WRN,ncbigene:7486,hasSymbol
hgnc.symbol:FKBP3,ncbigene:2287,hasSymbol
hgnc.symbol:HMGB1,ncbigene:3146,hasSymbol
hgnc.symbol:FOSL1,ncbigene:8061,hasSymbol
hgnc.symbol:MLKL,ncbigene:197259,hasSymbol
hgnc.symbol:G6PC,ncbigene:2538,hasSymbol
hgnc.symbol:CCNG2,ncbigene:901,hasSymbol
hgnc.symbol:FRAT1,ncbigene:10023,hasSymbol
hgnc.symbol:PIK3C2G,ncbigene:5288,hasSymbol
hgnc.symbol:BIK,ncbigene:638,hasSymbol
hgnc.symbol:PCK2,ncbigene:5106,hasSymbol
hgnc.symbol:WNT7A,ncbigene:7476,hasSymbol
hgnc.symbol:ARPC5L,ncbigene:81873,hasSymbol
hgnc.symbol:ARHGEF2,ncbigene:9181,hasSymbol
hgnc.symbol:ARPC3,ncbigene:10094,hasSymbol
hgnc.symbol:ARPC2,ncbigene:10109,hasSymbol
hgnc.symbol:KRT18,ncbigene:3875,hasSymbol
hgnc.symbol:TUBB,ncbigene:203068,hasSymbol
hgnc.symbol:TUBB4B,ncbigene:10383,hasSymbol
hgnc.symbol:TUBB6,ncbigene:84617,hasSymbol
hgnc.symbol:ARPC4,ncbigene:10093,hasSymbol
hgnc.symbol:ARPC1A,ncbigene:10552,hasSymbol
hgnc.symbol:RAD17,ncbigene:5884,hasSymbol
hgnc.symbol:RRM2B,ncbigene:50484,hasSymbol
hgnc.symbol:HUS1B,ncbigene:135458,hasSymbol
hgnc.symbol:ATRIP,ncbigene:84126,hasSymbol
hgnc.symbol:GADD45G,ncbigene:10912,hasSymbol
hgnc.symbol:SESN1,ncbigene:27244,hasSymbol
hgnc.symbol:TP53AIP1,ncbigene:63970,hasSymbol
hgnc.symbol:FANCD2,ncbigene:2177,hasSymbol
hgnc.symbol:TLK1,ncbigene:9874,hasSymbol
hgnc.symbol:TLK2,ncbigene:11011,hasSymbol
hgnc.symbol:BBC3,ncbigene:27113,hasSymbol
hgnc.symbol:TP63,ncbigene:8626,hasSymbol
hgnc.symbol:PMAIP1,ncbigene:5366,hasSymbol
hgnc.symbol:SUMO1,ncbigene:7341,hasSymbol
hgnc.symbol:ABL1,ncbigene:25,hasSymbol
hgnc.symbol:BOK,ncbigene:666,hasSymbol
hgnc.symbol:TNFSF10,ncbigene:8743,hasSymbol
hgnc.symbol:OTX2,ncbigene:5015,hasSymbol
hgnc.symbol:GADD45A,ncbigene:1647,hasSymbol
hgnc.symbol:TP73,ncbigene:7161,hasSymbol
hgnc.symbol:MEN1,ncbigene:4221,hasSymbol
hgnc.symbol:ESPL1,ncbigene:9700,hasSymbol
hgnc.symbol:MCM9,ncbigene:254394,hasSymbol
hgnc.symbol:MPEG1,ncbigene:219972,hasSymbol
hgnc.symbol:BUB3,ncbigene:9184,hasSymbol
hgnc.symbol:MAD1L1,ncbigene:8379,hasSymbol
hgnc.symbol:UBE2F,ncbigene:140739,hasSymbol
hgnc.symbol:MAD2L2,ncbigene:10459,hasSymbol
hgnc.symbol:CDC20,ncbigene:991,hasSymbol
hgnc.symbol:CDC14B,ncbigene:8555,hasSymbol
hgnc.symbol:HUS1B,ncbigene:135458,hasSymbol
hgnc.symbol:ATRIP,ncbigene:84126,hasSymbol
hgnc.symbol:MIR449A,ncbigene:554213,hasSymbol
hgnc.symbol:CDC20B,ncbigene:166979,hasSymbol
hgnc.symbol:GADD45G,ncbigene:10912,hasSymbol
hgnc.symbol:MIR17HG,ncbigene:407975,hasSymbol
hgnc.symbol:MIR449B,ncbigene:693123,hasSymbol
hgnc.symbol:MIR330,ncbigene:442902,hasSymbol
hgnc.symbol:MIR421,ncbigene:693122,hasSymbol
hgnc.symbol:TLK2,ncbigene:11011,hasSymbol
hgnc.symbol:TALDO1,ncbigene:6888,hasSymbol
hgnc.symbol:RPE,ncbigene:6120,hasSymbol
hgnc.symbol:TKT,ncbigene:7086,hasSymbol
hgnc.symbol:PGD,ncbigene:5226,hasSymbol
hgnc.symbol:PGLS,ncbigene:25796,hasSymbol
hgnc.symbol:RPIA,ncbigene:22934,hasSymbol
hgnc.symbol:G6PD,ncbigene:2539,hasSymbol
hgnc.symbol:VSNL1,ncbigene:7447,hasSymbol
hgnc.symbol:CNOT9,ncbigene:9125,hasSymbol
hgnc.symbol:HYAL3,ncbigene:8372,hasSymbol
hgnc.symbol:NAA15,ncbigene:80155,hasSymbol
hgnc.symbol:TMEM87A,ncbigene:25963,hasSymbol
hgnc.symbol:CAMTA1,ncbigene:23261,hasSymbol
hgnc.symbol:LUZP1,ncbigene:7798,hasSymbol
hgnc.symbol:AP3B1,ncbigene:8546,hasSymbol
hgnc.symbol:SLC38A5,ncbigene:92745,hasSymbol
hgnc.symbol:SSNA1,ncbigene:8636,hasSymbol
hgnc.symbol:SLC2A6,ncbigene:11182,hasSymbol
hgnc.symbol:SLC5A9,ncbigene:200010,hasSymbol
hgnc.symbol:SLC6A14,ncbigene:11254,hasSymbol
hgnc.symbol:CBR3,ncbigene:874,hasSymbol
hgnc.symbol:SLC2A7,ncbigene:155184,hasSymbol
hgnc.symbol:BLVRB,ncbigene:645,hasSymbol
hgnc.symbol:CES4A,ncbigene:283848,hasSymbol
hgnc.symbol:PRDX6,ncbigene:9588,hasSymbol
hgnc.symbol:PTGR1,ncbigene:22949,hasSymbol
hgnc.symbol:SLC2A11,ncbigene:66035,hasSymbol
hgnc.symbol:PGK1,ncbigene:5230,hasSymbol
hgnc.symbol:GAPDH,ncbigene:2597,hasSymbol
hgnc.symbol:PGK2,ncbigene:5232,hasSymbol
hgnc.symbol:TALDO1,ncbigene:6888,hasSymbol
hgnc.symbol:PFKP,ncbigene:5214,hasSymbol
hgnc.symbol:GPT,ncbigene:2875,hasSymbol
hgnc.symbol:GPI,ncbigene:2821,hasSymbol
hgnc.symbol:HK1,ncbigene:3098,hasSymbol
hgnc.symbol:TPI1,ncbigene:7167,hasSymbol
hgnc.symbol:PGAM1,ncbigene:5223,hasSymbol
hgnc.symbol:FGFBP1,ncbigene:9982,hasSymbol
hgnc.symbol:SLC2A10,ncbigene:81031,hasSymbol
hgnc.symbol:SLC5A9,ncbigene:200010,hasSymbol
hgnc.symbol:SLC6A6,ncbigene:6533,hasSymbol
hgnc.symbol:SMARCA1,ncbigene:6594,hasSymbol
hgnc.symbol:SLC19A2,ncbigene:10560,hasSymbol
hgnc.symbol:SLC6A18,ncbigene:348932,hasSymbol
hgnc.symbol:SLC6A5,ncbigene:9152,hasSymbol
hgnc.symbol:SPINK13,ncbigene:153218,hasSymbol
hgnc.symbol:GCC1,ncbigene:79571,hasSymbol
hgnc.symbol:DACT2,ncbigene:168002,hasSymbol
hgnc.symbol:DND1,ncbigene:373863,hasSymbol
hgnc.symbol:HILPDA,ncbigene:29923,hasSymbol
hgnc.symbol:CREG2,ncbigene:200407,hasSymbol
hgnc.symbol:KRT71,ncbigene:112802,hasSymbol
hgnc.symbol:LRRC25,ncbigene:126364,hasSymbol
hgnc.symbol:CST6,ncbigene:1474,hasSymbol
hgnc.symbol:CLEC16A,ncbigene:23274,hasSymbol
hgnc.symbol:MED9,ncbigene:55090,hasSymbol
hgnc.symbol:LCE1D,ncbigene:353134,hasSymbol
hgnc.symbol:ARFIP2,ncbigene:23647,hasSymbol
hgnc.symbol:ABCF2,ncbigene:10061,hasSymbol
hgnc.symbol:BCKDHB,ncbigene:594,hasSymbol
hgnc.symbol:BRI3BP,ncbigene:140707,hasSymbol
hgnc.symbol:PPL,ncbigene:5493,hasSymbol
hgnc.symbol:PGC,ncbigene:5225,hasSymbol
hgnc.symbol:TRIP13,ncbigene:9319,hasSymbol
hgnc.symbol:HOXC8,ncbigene:3224,hasSymbol
hgnc.symbol:CEP72,ncbigene:55722,hasSymbol
hgnc.symbol:SLC25A22,ncbigene:79751,hasSymbol
hgnc.symbol:C1orf56,ncbigene:54964,hasSymbol
hgnc.symbol:PTRH1,ncbigene:138428,hasSymbol
hgnc.symbol:CA12,ncbigene:771,hasSymbol
hgnc.symbol:SAC3D1,ncbigene:29901,hasSymbol
hgnc.symbol:MATR3,ncbigene:9782,hasSymbol
hgnc.symbol:TNFAIP2,ncbigene:7127,hasSymbol
hgnc.symbol:MIR15A,ncbigene:406948,hasSymbol
hgnc.symbol:ADPGK,ncbigene:83440,hasSymbol
hgnc.symbol:TMED3,ncbigene:23423,hasSymbol
hgnc.symbol:PRSS21,ncbigene:10942,hasSymbol
hgnc.symbol:RNF8,ncbigene:9025,hasSymbol
hgnc.symbol:CEP63,ncbigene:80254,hasSymbol
hgnc.symbol:RNF40,ncbigene:9810,hasSymbol
hgnc.symbol:RNF20,ncbigene:56254,hasSymbol
hgnc.symbol:RBBP8,ncbigene:5932,hasSymbol
hgnc.symbol:RIF1,ncbigene:55183,hasSymbol
hgnc.symbol:ATMIN,ncbigene:23300,hasSymbol
hgnc.symbol:RNF168,ncbigene:165918,hasSymbol
hgnc.symbol:PPM1D,ncbigene:8493,hasSymbol
hgnc.symbol:DCLRE1C,ncbigene:64421,hasSymbol
hgnc.symbol:GSTT1,ncbigene:2952,hasSymbol
hgnc.symbol:GSTM2,ncbigene:2946,hasSymbol
hgnc.symbol:GPX4,ncbigene:2879,hasSymbol
hgnc.symbol:GSTA5,ncbigene:221357,hasSymbol
hgnc.symbol:OPLAH,ncbigene:26873,hasSymbol
hgnc.symbol:GGT1,ncbigene:2678,hasSymbol
hgnc.symbol:IDH1,ncbigene:3417,hasSymbol
hgnc.symbol:GGT5,ncbigene:2687,hasSymbol
hgnc.symbol:GSS,ncbigene:2937,hasSymbol
hgnc.symbol:GSTA1,ncbigene:2938,hasSymbol
hgnc.symbol:ARID2,ncbigene:196528,hasSymbol
hgnc.symbol:ABHD11,ncbigene:83451,hasSymbol
hgnc.symbol:VAMP3,ncbigene:9341,hasSymbol
hgnc.symbol:HOXA5,ncbigene:3202,hasSymbol
hgnc.symbol:TAF9B,ncbigene:51616,hasSymbol
hgnc.symbol:GTPBP3,ncbigene:84705,hasSymbol
hgnc.symbol:RCOR1,ncbigene:23186,hasSymbol
hgnc.symbol:MEOX2,ncbigene:4223,hasSymbol
hgnc.symbol:NPR3,ncbigene:4883,hasSymbol
hgnc.symbol:ARL10,ncbigene:285598,hasSymbol
hgnc.symbol:PAPSS1,ncbigene:9061,hasSymbol
hgnc.symbol:SULT6B1,ncbigene:391365,hasSymbol
hgnc.symbol:SLX1A-SULT1A3,ncbigene:100526830,hasSymbol
hgnc.symbol:SULT1A4,ncbigene:445329,hasSymbol
hgnc.symbol:SULT1C4,ncbigene:27233,hasSymbol
hgnc.symbol:PAPSS2,ncbigene:9060,hasSymbol
hgnc.symbol:SULT1C3,ncbigene:442038,hasSymbol
hgnc.symbol:SULT1B1,ncbigene:27284,hasSymbol
hgnc.symbol:SULT1A2,ncbigene:6799,hasSymbol
hgnc.symbol:SULT4A1,ncbigene:25830,hasSymbol
ncbigene:6241,drugname:fludarabine,targets
ncbigene:581,drugname:fludarabine,targets
ncbigene:1633,drugname:fludarabine,targets
ncbigene:6240,drugname:fludarabine,targets
ncbigene:958,drugname:fludarabine,targets
ncbigene:472,drugname:fludarabine,targets
ncbigene:331,drugname:fludarabine,targets
ncbigene:100,drugname:fludarabine,targets
ncbigene:5294,drugname:fludarabine,targets
ncbigene:4353,drugname:fludarabine,targets
ncbigene:5422,drugname:fludarabine,targets
wikipathways:WP3646,ncbigene:6241,isParticipantIn
wikipathways:WP404,ncbigene:6241,isParticipantIn
wikipathways:WP2446,ncbigene:6241,isParticipantIn
wikipathways:WP1601,ncbigene:6241,isParticipantIn
wikipathways:WP3639,ncbigene:581,isParticipantIn
wikipathways:WP3303,ncbigene:581,isParticipantIn
wikipathways:WP2377,ncbigene:581,isParticipantIn
wikipathways:WP231,ncbigene:581,isParticipantIn
wikipathways:WP3287,ncbigene:581,isParticipantIn
wikipathways:WP3614,ncbigene:581,isParticipantIn
wikipathways:WP2815,ncbigene:581,isParticipantIn
wikipathways:WP710,ncbigene:581,isParticipantIn
wikipathways:WP3912,ncbigene:581,isParticipantIn
wikipathways:WP707,ncbigene:581,isParticipantIn
wikipathways:WP1742,ncbigene:581,isParticipantIn
wikipathways:WP2873,ncbigene:581,isParticipantIn
wikipathways:WP1984,ncbigene:581,isParticipantIn
wikipathways:WP3911,ncbigene:581,isParticipantIn
wikipathways:WP2882,ncbigene:581,isParticipantIn
wikipathways:WP254,ncbigene:581,isParticipantIn
wikipathways:WP3611,ncbigene:581,isParticipantIn
wikipathways:WP3802,ncbigene:581,isParticipantIn
wikipathways:WP2447,ncbigene:581,isParticipantIn
wikipathways:WP2507,ncbigene:581,isParticipantIn
wikipathways:WP2034,ncbigene:581,isParticipantIn
wikipathways:WP1772,ncbigene:581,isParticipantIn
wikipathways:WP3872,ncbigene:581,isParticipantIn
wikipathways:WP1530,ncbigene:581,isParticipantIn
wikipathways:WP2446,ncbigene:1633,isParticipantIn
wikipathways:WP2377,ncbigene:6240,isParticipantIn
wikipathways:WP404,ncbigene:6240,isParticipantIn
wikipathways:WP2446,ncbigene:6240,isParticipantIn
wikipathways:WP1601,ncbigene:6240,isParticipantIn
wikipathways:WP2328,ncbigene:958,isParticipantIn
wikipathways:WP75,ncbigene:958,isParticipantIn
wikipathways:WP2877,ncbigene:958,isParticipantIn
wikipathways:WP2806,ncbigene:958,isParticipantIn
wikipathways:WP1449,ncbigene:958,isParticipantIn
wikipathways:WP288,ncbigene:958,isParticipantIn
wikipathways:WP453,ncbigene:958,isParticipantIn
wikipathways:WP2516,ncbigene:472,isParticipantIn
wikipathways:WP1545,ncbigene:472,isParticipantIn
wikipathways:WP3657,ncbigene:472,isParticipantIn
wikipathways:WP179,ncbigene:472,isParticipantIn
wikipathways:WP186,ncbigene:472,isParticipantIn
wikipathways:WP2261,ncbigene:472,isParticipantIn
