,Output_gene,Input_gene,Func_sim_score,Func_assoc_terms,Pheno_sim_score,Pheno_assoc_terms,Gene_Gene_hit
99,UBE2G2,NHLRC1,0.3034188034188034,"['cellular macromolecule metabolic process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'regulation of protein metabolic process', 'localization', 'regulation of nitrogen compound metabolic process', 'ion binding', 'regulation of protein localization', 'cellular catabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'ubiquitin-like protein transferase activity', 'protein modification by small protein conjugation or removal', 'proteasomal protein catabolic process', 'cellular response to stimulus', 'metabolic process', 'nitrogen compound metabolic process', 'cellular macromolecule biosynthetic process', 'cellular metabolic process', 'regulation of localization', 'regulation of cellular protein localization', 'cellular protein localization', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'biosynthetic process', 'cellular localization', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'macromolecule modification', 'catalytic activity', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'transferase activity', 'protein localization', 'catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'modification-dependent protein catabolic process', 'cellular process', 'binding', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'protein polyubiquitination', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'response to stimulus', 'ubiquitin-protein transferase activity', 'regulation of cellular protein metabolic process', 'cellular biosynthetic process', 'response to endoplasmic reticulum stress', 'protein ubiquitination', 'macromolecule localization', 'modification-dependent macromolecule catabolic process', 'proteolysis involved in cellular protein catabolic process', 'response to stress', 'organic substance catabolic process', 'cellular macromolecule localization', 'regulation of biological process', 'macromolecule biosynthetic process', 'cellular protein metabolic process', 'regulation of cellular localization', 'protein modification by small protein conjugation', 'cellular response to stress', 'ubiquitin-dependent protein catabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'protein binding']",,,
71,PRKD3,NHLRC1,0.37209302325581395,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'protein binding', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'phosphate-containing compound metabolic process', 'regulation of nitrogen compound metabolic process', 'regulation of protein kinase activity', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'cellular response to stimulus', 'positive regulation of biological process', 'metabolic process', 'positive regulation of metabolic process', 'cellular metabolic process', 'transferase activity, transferring phosphorus-containing groups', 'regulation of phosphorus metabolic process', 'cellular protein modification process', 'regulation of cellular process', 'regulation of phosphate metabolic process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'phosphotransferase activity, alcohol group as acceptor', 'protein metabolic process', 'regulation of phosphorylation', 'macromolecule modification', 'catalytic activity', 'primary metabolic process', 'biological regulation', 'transferase activity', 'positive regulation of cellular metabolic process', 'cellular process', 'regulation of transferase activity', 'binding', 'positive regulation of cellular protein metabolic process', 'regulation of catalytic activity', 'organonitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'protein phosphorylation', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'cation binding', 'phosphorus metabolic process', 'regulation of molecular function', 'cellular biosynthetic process', 'kinase activity', 'regulation of biological process', 'cellular protein metabolic process', 'protein kinase activity', 'positive regulation of protein metabolic process', 'phosphorylation', 'regulation of kinase activity', 'ion binding', 'metal ion binding', 'nitrogen compound metabolic process', 'regulation of protein phosphorylation', 'catalytic activity, acting on a protein', 'positive regulation of nitrogen compound metabolic process']",,,
61,PRR5,NHLRC1,0.35802469135802467,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'phosphate-containing compound metabolic process', 'regulation of nitrogen compound metabolic process', 'regulation of protein kinase activity', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'cellular response to stimulus', 'positive regulation of biological process', 'positive regulation of metabolic process', 'metabolic process', 'cellular metabolic process', 'transferase activity, transferring phosphorus-containing groups', 'regulation of phosphorus metabolic process', 'cellular protein modification process', 'regulation of cellular process', 'regulation of phosphate metabolic process', 'regulation of macromolecule metabolic process', 'phosphotransferase activity, alcohol group as acceptor', 'protein metabolic process', 'regulation of phosphorylation', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'biological regulation', 'transferase activity', 'positive regulation of cellular metabolic process', 'cellular process', 'regulation of transferase activity', 'binding', 'positive regulation of cellular protein metabolic process', 'regulation of catalytic activity', 'positive regulation of nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'protein phosphorylation', 'macromolecule metabolic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'phosphorus metabolic process', 'regulation of molecular function', 'kinase activity', 'regulation of biological process', 'cellular protein metabolic process', 'protein kinase activity', 'positive regulation of protein metabolic process', 'phosphorylation', 'regulation of kinase activity', 'nitrogen compound metabolic process', 'regulation of protein phosphorylation', 'catalytic activity, acting on a protein', 'protein binding']",,,
66,RASSF5,NHLRC1,0.3790849673202614,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'protein binding', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'localization', 'regulation of nitrogen compound metabolic process', 'ion binding', 'regulation of protein localization', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'cellular response to stimulus', 'protein modification by small protein conjugation or removal', 'positive regulation of biological process', 'positive regulation of metabolic process', 'metabolic process', 'cellular metabolic process', 'positive regulation of protein ubiquitination', 'regulation of localization', 'regulation of cellular protein localization', 'cellular protein localization', 'cellular protein modification process', 'regulation of cellular process', 'cellular localization', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'macromolecule modification', 'positive regulation of protein modification by small protein conjugation or removal', 'primary metabolic process', 'protein localization', 'biological regulation', 'regulation of protein modification by small protein conjugation or removal', 'positive regulation of cellular metabolic process', 'regulation of protein ubiquitination', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'positive regulation of nitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'macromolecule metabolic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'cation binding', 'protein ubiquitination', 'macromolecule localization', 'regulation of biological process', 'cellular protein metabolic process', 'positive regulation of protein metabolic process', 'protein modification by small protein conjugation', 'regulation of cellular localization', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'cellular macromolecule localization']",,,
253,PRKAA1,EPM2A,,,,,1.0
64,RBBP6,NHLRC1,0.3114754098360656,"['cellular macromolecule metabolic process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'cellular catabolic process', 'organic substance metabolic process', 'ubiquitin-like protein transferase activity', 'protein modification by small protein conjugation or removal', 'cellular response to stimulus', 'metabolic process', 'cellular metabolic process', 'cellular macromolecule biosynthetic process', 'ubiquitin-dependent protein catabolic process', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'transferase activity', 'catabolic process', 'modification-dependent protein catabolic process', 'cellular process', 'binding', 'gene expression', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'protein polyubiquitination', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'response to stimulus', 'ubiquitin-protein transferase activity', 'cation binding', 'cellular biosynthetic process', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'macromolecule biosynthetic process', 'proteolysis involved in cellular protein catabolic process', 'response to stress', 'organic substance catabolic process', 'regulation of biological process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'cellular response to stress', 'ion binding', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'protein binding']",,,
60,RCHY1,NHLRC1,0.42857142857142855,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'protein binding', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'regulation of nitrogen compound metabolic process', 'ion binding', 'positive regulation of macromolecule metabolic process', 'cellular catabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'regulation of protein modification process', 'ubiquitin-like protein transferase activity', 'protein modification by small protein conjugation or removal', 'proteasomal protein catabolic process', 'positive regulation of biological process', 'cellular response to stimulus', 'positive regulation of metabolic process', 'metabolic process', 'cellular macromolecule biosynthetic process', 'positive regulation of protein ubiquitination', 'cellular metabolic process', 'ubiquitin-dependent protein catabolic process', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'macromolecule modification', 'positive regulation of protein modification by small protein conjugation or removal', 'primary metabolic process', 'catalytic activity', 'cellular macromolecule catabolic process', 'biological regulation', 'transferase activity', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'catabolic process', 'regulation of protein modification by small protein conjugation or removal', 'positive regulation of cellular metabolic process', 'modification-dependent protein catabolic process', 'regulation of protein ubiquitination', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'response to stimulus', 'ubiquitin-protein transferase activity', 'regulation of cellular protein metabolic process', 'cation binding', 'cellular biosynthetic process', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'regulation of biological process', 'response to stress', 'positive regulation of protein metabolic process', 'proteolysis involved in cellular protein catabolic process', 'organic substance catabolic process', 'macromolecule biosynthetic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'cellular response to stress', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'positive regulation of nitrogen compound metabolic process']",,,
237,UBE2E1,NHLRC1,,,,,1.0
217,UBE2D3,NHLRC1,,,,,1.0
229,UBE2D1,NHLRC1,,,,,1.0
98,UBE2C,NHLRC1,0.3285024154589372,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'regulation of nitrogen compound metabolic process', 'positive regulation of macromolecule metabolic process', 'cellular catabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'ubiquitin-like protein transferase activity', 'protein modification by small protein conjugation or removal', 'proteasomal protein catabolic process', 'positive regulation of biological process', 'metabolic process', 'positive regulation of metabolic process', 'nitrogen compound metabolic process', 'cellular metabolic process', 'positive regulation of protein ubiquitination', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'positive regulation of protein modification by small protein conjugation or removal', 'cellular macromolecule catabolic process', 'biological regulation', 'transferase activity', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'catabolic process', 'regulation of protein modification by small protein conjugation or removal', 'positive regulation of cellular metabolic process', 'modification-dependent protein catabolic process', 'regulation of protein ubiquitination', 'cellular process', 'regulation of transferase activity', 'binding', 'positive regulation of cellular protein metabolic process', 'regulation of catalytic activity', 'positive regulation of nitrogen compound metabolic process', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'protein polyubiquitination', 'macromolecule metabolic process', 'ubiquitin-protein transferase activity', 'regulation of cellular protein metabolic process', 'regulation of molecular function', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'regulation of biological process', 'proteolysis involved in cellular protein catabolic process', 'positive regulation of protein metabolic process', 'organic substance catabolic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'ion binding', 'ubiquitin-dependent protein catabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'protein binding']",,,
69,RNF111,NHLRC1,0.34615384615384615,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'regulation of nitrogen compound metabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'regulation of protein modification process', 'cellular response to stimulus', 'protein modification by small protein conjugation or removal', 'positive regulation of biological process', 'ubiquitin-like protein transferase activity', 'positive regulation of metabolic process', 'metabolic process', 'cellular metabolic process', 'cellular macromolecule biosynthetic process', 'positive regulation of protein ubiquitination', 'cellular protein modification process', 'regulation of cellular process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'catalytic activity', 'positive regulation of protein modification by small protein conjugation or removal', 'primary metabolic process', 'macromolecule modification', 'biological regulation', 'transferase activity', 'regulation of protein modification by small protein conjugation or removal', 'positive regulation of cellular metabolic process', 'regulation of gene expression', 'regulation of protein ubiquitination', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'gene expression', 'positive regulation of nitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'protein polyubiquitination', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'response to stimulus', 'ubiquitin-protein transferase activity', 'regulation of cellular protein metabolic process', 'cation binding', 'cellular biosynthetic process', 'protein ubiquitination', 'macromolecule biosynthetic process', 'regulation of biological process', 'response to stress', 'positive regulation of protein metabolic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'cellular response to stress', 'ion binding', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'protein binding']",,,
258,PRKAA2,EPM2A,,,,,1.0
82,NUB1,NHLRC1,0.32727272727272727,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'regulation of protein metabolic process', 'regulation of nitrogen compound metabolic process', 'cellular catabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'protein modification by small protein conjugation or removal', 'positive regulation of biological process', 'proteasomal protein catabolic process', 'metabolic process', 'positive regulation of metabolic process', 'cellular metabolic process', 'ubiquitin-dependent protein catabolic process', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'macromolecule modification', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'catabolic process', 'positive regulation of cellular metabolic process', 'modification-dependent protein catabolic process', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'positive regulation of nitrogen compound metabolic process', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'macromolecule metabolic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'regulation of biological process', 'response to stress', 'proteolysis involved in cellular protein catabolic process', 'positive regulation of protein metabolic process', 'organic substance catabolic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'protein binding']",,,
79,PHKG1,NHLRC1,0.34394904458598724,"['cellular macromolecule metabolic process', 'macromolecule catabolic process', 'polysaccharide metabolic process', 'phosphate-containing compound metabolic process', 'energy derivation by oxidation of organic compounds', 'energy reserve metabolic process', 'cellular polysaccharide biosynthetic process', 'cellular catabolic process', 'organic substance metabolic process', 'cellular glucan metabolic process', 'metabolic process', 'cellular metabolic process', 'cellular macromolecule biosynthetic process', 'oxidation-reduction process', 'glucan biosynthetic process', 'transferase activity, transferring phosphorus-containing groups', 'polysaccharide biosynthetic process', 'glucan metabolic process', 'cellular protein modification process', 'biosynthetic process', 'phosphotransferase activity, alcohol group as acceptor', 'protein metabolic process', 'carbohydrate biosynthetic process', 'macromolecule modification', 'catalytic activity', 'primary metabolic process', 'catalytic activity, acting on a protein', 'transferase activity', 'catabolic process', 'cellular process', 'binding', 'generation of precursor metabolites and energy', 'cellular polysaccharide metabolic process', 'protein modification process', 'cellular carbohydrate biosynthetic process', 'protein phosphorylation', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'glycogen metabolic process', 'phosphorus metabolic process', 'cellular biosynthetic process', 'kinase activity', 'macromolecule biosynthetic process', 'cellular protein metabolic process', 'protein kinase activity', 'organic substance catabolic process', 'phosphorylation', 'carbohydrate metabolic process', 'glycogen biosynthetic process', 'ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'cellular carbohydrate metabolic process', 'protein binding']",,,
104,USP4,NHLRC1,0.3081081081081081,"['cellular macromolecule metabolic process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'protein binding', 'regulation of protein metabolic process', 'localization', 'regulation of nitrogen compound metabolic process', 'ion binding', 'cellular catabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'protein modification by small protein conjugation or removal', 'metabolic process', 'cellular metabolic process', 'ubiquitin-dependent protein catabolic process', 'cellular protein localization', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'protein localization', 'catabolic process', 'regulation of protein modification by small protein conjugation or removal', 'modification-dependent protein catabolic process', 'regulation of protein ubiquitination', 'cellular process', 'binding', 'gene expression', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'macromolecule metabolic process', 'regulation of cellular protein metabolic process', 'cation binding', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'macromolecule localization', 'proteolysis involved in cellular protein catabolic process', 'regulation of biological process', 'organic substance catabolic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'cellular localization', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'cellular macromolecule localization']",,,
78,PHKG2,NHLRC1,0.36464088397790057,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'polysaccharide metabolic process', 'phosphate-containing compound metabolic process', 'energy derivation by oxidation of organic compounds', 'energy reserve metabolic process', 'cellular polysaccharide biosynthetic process', 'cellular catabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'positive regulation of biological process', 'cellular glucan metabolic process', 'metabolic process', 'positive regulation of metabolic process', 'cellular metabolic process', 'cellular macromolecule biosynthetic process', 'oxidation-reduction process', 'glucan biosynthetic process', 'transferase activity, transferring phosphorus-containing groups', 'polysaccharide biosynthetic process', 'glucan metabolic process', 'cellular protein modification process', 'regulation of cellular process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'phosphotransferase activity, alcohol group as acceptor', 'protein metabolic process', 'carbohydrate biosynthetic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'catalytic activity, acting on a protein', 'biological regulation', 'transferase activity', 'catabolic process', 'positive regulation of cellular metabolic process', 'cellular process', 'binding', 'generation of precursor metabolites and energy', 'cellular polysaccharide metabolic process', 'protein modification process', 'regulation of metabolic process', 'cellular carbohydrate biosynthetic process', 'protein phosphorylation', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'glycogen metabolic process', 'phosphorus metabolic process', 'cellular biosynthetic process', 'kinase activity', 'regulation of biological process', 'macromolecule biosynthetic process', 'cellular protein metabolic process', 'protein kinase activity', 'organic substance catabolic process', 'phosphorylation', 'carbohydrate metabolic process', 'glycogen biosynthetic process', 'ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'cellular carbohydrate metabolic process', 'protein binding']",,,
77,PILRB,NHLRC1,0.3625,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'protein binding', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'phosphate-containing compound metabolic process', 'regulation of nitrogen compound metabolic process', 'regulation of protein kinase activity', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of protein modification process', 'regulation of primary metabolic process', 'cellular response to stimulus', 'positive regulation of biological process', 'positive regulation of metabolic process', 'metabolic process', 'cellular metabolic process', 'transferase activity, transferring phosphorus-containing groups', 'regulation of phosphorus metabolic process', 'cellular protein modification process', 'regulation of cellular process', 'regulation of phosphate metabolic process', 'regulation of macromolecule metabolic process', 'phosphotransferase activity, alcohol group as acceptor', 'protein metabolic process', 'regulation of phosphorylation', 'macromolecule modification', 'catalytic activity', 'primary metabolic process', 'biological regulation', 'transferase activity', 'positive regulation of cellular metabolic process', 'cellular process', 'regulation of transferase activity', 'binding', 'positive regulation of cellular protein metabolic process', 'regulation of catalytic activity', 'organonitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'protein phosphorylation', 'macromolecule metabolic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'phosphorus metabolic process', 'regulation of molecular function', 'kinase activity', 'regulation of biological process', 'cellular protein metabolic process', 'protein kinase activity', 'positive regulation of protein metabolic process', 'phosphorylation', 'regulation of kinase activity', 'nitrogen compound metabolic process', 'regulation of protein phosphorylation', 'catalytic activity, acting on a protein', 'positive regulation of nitrogen compound metabolic process']",,,
261,PKM,EPM2A,,,,,1.0
107,ZFAND2A,NHLRC1,0.3225806451612903,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'regulation of protein metabolic process', 'regulation of nitrogen compound metabolic process', 'cellular catabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'cellular response to stimulus', 'positive regulation of biological process', 'proteasomal protein catabolic process', 'positive regulation of metabolic process', 'metabolic process', 'nitrogen compound metabolic process', 'cellular metabolic process', 'cellular protein catabolic process', 'protein catabolic process', 'organonitrogen compound catabolic process', 'regulation of cellular process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'catabolic process', 'positive regulation of cellular metabolic process', 'modification-dependent protein catabolic process', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'proteolysis', 'regulation of metabolic process', 'macromolecule metabolic process', 'response to stimulus', 'regulation of cellular protein metabolic process', 'cation binding', 'regulation of biological process', 'modification-dependent macromolecule catabolic process', 'proteolysis involved in cellular protein catabolic process', 'positive regulation of protein metabolic process', 'organic substance catabolic process', 'cellular protein metabolic process', 'ion binding', 'metal ion binding', 'ubiquitin-dependent protein catabolic process', 'organonitrogen compound metabolic process', 'positive regulation of nitrogen compound metabolic process']",,,
106,WDFY2,NHLRC1,0.32413793103448274,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'regulation of protein metabolic process', 'positive regulation of protein modification process', 'phosphate-containing compound metabolic process', 'regulation of nitrogen compound metabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'regulation of protein modification process', 'positive regulation of biological process', 'positive regulation of metabolic process', 'metabolic process', 'cellular metabolic process', 'regulation of phosphorus metabolic process', 'cellular protein modification process', 'regulation of phosphate metabolic process', 'regulation of cellular process', 'regulation of macromolecule metabolic process', 'regulation of phosphorylation', 'protein metabolic process', 'macromolecule modification', 'primary metabolic process', 'biological regulation', 'positive regulation of cellular metabolic process', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'positive regulation of nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'protein modification process', 'regulation of metabolic process', 'protein phosphorylation', 'macromolecule metabolic process', 'regulation of cellular protein metabolic process', 'cation binding', 'phosphorus metabolic process', 'regulation of biological process', 'cellular protein metabolic process', 'phosphorylation', 'positive regulation of protein metabolic process', 'ion binding', 'metal ion binding', 'nitrogen compound metabolic process', 'regulation of protein phosphorylation', 'protein binding']",,,
105,USP5,NHLRC1,0.3475609756097561,"['cellular macromolecule metabolic process', 'positive regulation of cellular process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'protein binding', 'regulation of protein metabolic process', 'regulation of nitrogen compound metabolic process', 'cellular catabolic process', 'positive regulation of macromolecule metabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'protein modification by small protein conjugation or removal', 'positive regulation of biological process', 'proteasomal protein catabolic process', 'metabolic process', 'positive regulation of metabolic process', 'cellular metabolic process', 'ubiquitin-dependent protein catabolic process', 'cellular protein catabolic process', 'protein catabolic process', 'cellular protein modification process', 'regulation of cellular process', 'organonitrogen compound catabolic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'cellular macromolecule catabolic process', 'biological regulation', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'catabolic process', 'positive regulation of cellular metabolic process', 'modification-dependent protein catabolic process', 'cellular process', 'binding', 'positive regulation of cellular protein metabolic process', 'proteolysis', 'protein modification process', 'regulation of metabolic process', 'macromolecule metabolic process', 'regulation of cellular protein metabolic process', 'cation binding', 'protein ubiquitination', 'modification-dependent macromolecule catabolic process', 'regulation of biological process', 'proteolysis involved in cellular protein catabolic process', 'positive regulation of protein metabolic process', 'organic substance catabolic process', 'cellular protein metabolic process', 'protein modification by small protein conjugation', 'ion binding', 'metal ion binding', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'catalytic activity, acting on a protein', 'positive regulation of nitrogen compound metabolic process']",,,
76,PPP1R3B,NHLRC1,0.3370165745856354,"['cellular macromolecule metabolic process', 'regulation of cellular metabolic process', 'macromolecule catabolic process', 'polysaccharide metabolic process', 'regulation of protein metabolic process', 'phosphate-containing compound metabolic process', 'regulation of nitrogen compound metabolic process', 'energy derivation by oxidation of organic compounds', 'energy reserve metabolic process', 'cellular polysaccharide biosynthetic process', 'cellular catabolic process', 'organic substance metabolic process', 'regulation of primary metabolic process', 'regulation of protein modification process', 'cellular glucan metabolic process', 'metabolic process', 'cellular metabolic process', 'cellular macromolecule biosynthetic process', 'oxidation-reduction process', 'glucan biosynthetic process', 'regulation of phosphorus metabolic process', 'polysaccharide biosynthetic process', 'glucan metabolic process', 'cellular protein modification process', 'regulation of cellular process', 'regulation of phosphate metabolic process', 'biosynthetic process', 'regulation of macromolecule metabolic process', 'protein metabolic process', 'carbohydrate biosynthetic process', 'catalytic activity', 'macromolecule modification', 'primary metabolic process', 'catalytic activity, acting on a protein', 'biological regulation', 'catabolic process', 'cellular process', 'binding', 'generation of precursor metabolites and energy', 'cellular polysaccharide metabolic process', 'regulation of catalytic activity', 'protein modification process', 'regulation of metabolic process', 'cellular carbohydrate biosynthetic process', 'macromolecule metabolic process', 'organic substance biosynthetic process', 'glycogen metabolic process', 'regulation of cellular protein metabolic process', 'phosphorus metabolic process', 'regulation of molecular function', 'cellular biosynthetic process', 'macromolecule biosynthetic process', 'regulation of biological process', 'cellular protein metabolic process', 'glycogen biosynthetic process', 'organic substance catabolic process', 'carbohydrate metabolic process', 'nitrogen compound metabolic process', 'organonitrogen compound metabolic process', 'cellular carbohydrate metabolic process', 'protein binding']",,,
