drug_concept_id	drug_concept_name	personCount
42800464	0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vacci	707
19112613	lansoprazole 6 MG/ML Injectable Solution	700
1346990	carvedilol 3.125 MG Oral Tablet	700
40228214	cetirizine hydrochloride 10 MG Oral Tablet	697
715940	apraclonidine 5 MG/ML Ophthalmic Solution [Iopidine]	696
40160971	0.3 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox]	690
40174765	Hydralazine Hydrochloride 10 MG Oral Tablet	689
715965	Escitalopram 10 MG Oral Tablet [Lexapro]	688
1506576	Methylprednisolone 125 MG/ML Injectable Solution [A-MethaPred]	687
19019331	24 HR Nifedipine 30 MG Extended Release Oral Tablet	685
40227049	Lidocaine Hydrochloride 20 MG/ML Injectable Solution	682
40168126	Psyllium 14.2 MG/ML Oral Suspension [Metamucil]	681
1717503	Ampicillin 250 MG/ML Injectable Solution	676
1395073	Chlorthalidone 25 MG Oral Tablet	675
19023193	sennosides, USP 15 MG Oral Tablet	670
40168654	Clonidine Hydrochloride 0.1 MG Oral Tablet	669
40222663	Hydroxyzine Hydrochloride 25 MG Oral Tablet	665
1703064	valganciclovir 450 MG Oral Tablet [Valcyte]	664
19010270	Tacrolimus 1 MG Oral Capsule [Prograf]	664
968005	Acyclovir sodium 500mg powder	662
19095165	Cholecalciferol 1000 UNT Oral Tablet	662
19022781	carvedilol 25 MG Oral Tablet	660
40166274	Insulin Lispro 100 UNT/ML Injectable Solution [Humalog]	660
40165762	Enalapril Maleate 10 MG Oral Tablet	659
722071	Capacity building - National Public Health Classification	658
40232444	Diphenhydramine Hydrochloride 25 MG Oral Capsule	658
766924	quetiapine 50 MG Oral Tablet [Seroquel]	655
1507838	Vasopressin (USP) 20 UNT/ML Injectable Solution	649
1713694	Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet	648
766820	Cholestyramine 4g suspension	645
1101556	{12 (Acetaminophen 500 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Contac Cold and Flu Maximum Strength]) / 16 (Acetaminophen 500 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Contac Cold and Flu Non Drowsy Maxi	644
40235770	Petrolatum 0.44 MG/MG Topical Ointment [DermaPhor]	644
907016	24 HR Cyclobenzaprine hydrochloride 30 MG Extended Release Oral Capsule [Amrix]	643
920332	avobenzone, octinoxate, octisalate, octocrylene 20mg/mL / 27mg/mL / 30mg/mL / 60mg/mL TOPICAL CREAM [lumene time freeze firming day spf 15 sunscreen broad spectrum]	642
954692	latanoprost 0.05 MG/ML Ophthalmic Solution [Xalatan]	637
40222779	Meclizine Hydrochloride 12.5 MG Oral Tablet	632
19031629	lansoprazole 30 MG Delayed Release Oral Capsule [Prevacid]	631
19077375	Finasteride 5 MG Oral Tablet	630
40169770	Levothyroxine Sodium 0.2 MG Oral Tablet	629
19072381	Albuterol 0.09 MG/ACTUAT Inhalant Solution	624
1799140	Injection of hydrocortisone acetate into shoulder joint	619
1154621	200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil]	618
40169683	Labetalol hydrochloride 100 MG Oral Tablet	612
1396013	ferrous gluconate 300 MG Oral Tablet	611
19121242	Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule	607
19079497	Sertraline 25 MG Oral Tablet	606
42799671	Dopamine Hydrochloride 0.8 MG/ML Injectable Solution	603
19080125	latanoprost 0.05 MG/ML Ophthalmic Solution	603
19021150	Ascorbic Acid 250 MG Oral Tablet	601
40171446	24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet [Imdur]	600
19072159	Acetaminophen 32 MG/ML Oral Suspension	597
40225159	Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray	597
40164848	Ketorolac Tromethamine 15 MG/ML Injectable Solution [Toradol]	595
19121184	Calcium Carbonate 648 MG Oral Tablet	595
43011889	3 ML heparin sodium, porcine 10 UNT/ML Prefilled Syringe	589
40169689	Labetalol hydrochloride 200 MG Oral Tablet	589
19077682	Glyburide 5 MG Oral Tablet	589
19076493	Digoxin 0.25 MG Oral Tablet [Lanoxin]	588
19077607	Gentamicin Sulfate (USP) 0.8 MG/ML Injectable Solution	587
40226969	Lidocaine Hydrochloride 0.02 MG/MG Topical Gel	584
19029025	celecoxib 200 MG Oral Capsule	580
752209	Prochlorperazine 5 MG/ML Injectable Solution	579
19019696	Ranitidine 150 MG Oral Capsule	579
40165789	Enalapril Maleate 5 MG Oral Tablet	578
19122121	Insulin	578
19133574	24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule	577
19067796	Acetaminophen 300 MG / Codeine 30 MG Oral Tablet [Tylenol with Codeine #3]	577
752095	Prochlorperazine 10 MG Oral Tablet	575
905237	mometasone furoate 0.05 MG/ACTUAT Nasal Spray	571
950641	24 HR Bupropion Hydrochloride 300 MG Extended Release Tablet	568
19074492	Calcitriol 0.00025 MG Oral Capsule	567
1154062	72 HR Fentanyl 0.025 MG/HR Transdermal Patch	566
766816	Cetirizine Hydrochloride 10 mg/1 TABLET [Cetirizine Hydrochloride]	566
19059823	Cholecalciferol 1000 UNT Oral Capsule	563
40165246	Rosuvastatin calcium 10 MG Oral Tablet [Crestor]	561
40174937	Levothyroxine Sodium 0.1 MG Oral Capsule	561
19072934	Alprazolam 0.5 MG Oral Tablet	561
19021041	Doxycycline 100 MG Oral Capsule	561
19018909	Diazepam 2 MG Oral Tablet	561
40164946	Metformin hydrochloride 850 MG Oral Tablet	558
40165253	Rosuvastatin calcium 20 MG Oral Tablet	558
19133622	Diltiazem Hydrochloride 60 MG Oral Tablet	555
19004039	Benzalkonium Chloride 1.3 MG/ML Medicated Liquid Soap	555
19009409	Calcium Carbonate 600 MG / Vitamin D 200 UNT Oral Capsule	554
19133280	Cyclobenzaprine hydrochloride 5 MG Oral Tablet	553
19077550	gabapentin 600 MG Oral Tablet	550
19019271	Naproxen 375 MG Oral Tablet	549
40166448	Oxybutynin chloride 5 MG Oral Tablet	549
1334460	Qinchuan cattle	542
40166144	0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML Prefilled Syringe	541
939832	50 ML Sodium Bicarbonate 1 MEQ/ML Prefilled Syringe	538
40232700	Acute generalized pustular flare of preexisting plaque psoriasis	538
40163209	Phenytoin sodium 100 MG Extended Release Oral Capsule [Dilantin]	537
19018787	Allopurinol 300 MG Oral Tablet	537
1334459	Ramipril 2.5 MG Oral Capsule	534
19077463	Fluoxetine 20 MG Oral Capsule	534
40238254	Divalproex Sodium 500 MG Delayed Release Oral Tablet	532
40160995	1 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	532
1717708	valacyclovir 500 MG Oral Tablet	532
1314006	Atenolol 100 MG Oral Tablet	531
997997	50 ML Clindamycin 12 MG/ML Injection [Cleocin]	530
40163460	Trazodone Hydrochloride 100 MG Oral Tablet	529
942384	echinacea (angustifolia), baptisia tinctoria, chelidonium majus, hydrastis canadensis, phytolacca de... 1[hp_X]/mL / 3[hp_X]/mL / 6[hp_X]/mL / 8[hp_X]/mL / 12[hp_X]/mL / 30[hp_X]/mL ORAL LIQUID [vaxosode]	529
19104281	Sodium Bicarbonate 0.15 MEQ/ML Injectable Solution	528
19127381	0.5 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe [Aranesp]	528
1526476	ezetimibe 10 MG Oral Tablet	528
19075954	Vitamin B 12 1 MG/ML Injectable Solution	527
19077636	Glipizide 10 MG Oral Tablet	524
1150347	meloxicam 15 MG Oral Tablet	518
19044609	Zinc Sulfate 220 MG Oral Capsule	516
992673	Chlorothiazide 500 MG Injection	515
19098166	Escitalopram 20 MG Oral Tablet	513
19019332	24 HR Nifedipine 60 MG Extended Release Oral Tablet	503
40160996	1 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox]	503
19033409	Lisinopril 40 MG Oral Tablet [Prinivil]	501
19106768	Hydrochlorothiazide 12.5 MG Oral Tablet	498
40175208	Levothyroxine Sodium 0.05 MG Oral Capsule	497
19040856	4 ML Norepinephrine 1 MG/ML Injection [Levophed]	496
1118088	celecoxib 200 MG Oral Capsule [Celebrex]	492
19080793	24 HR Glipizide 10 MG Extended Release Oral Tablet	491
968304	Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution	491
19127954	sevelamer carbonate 800 MG Oral Tablet [Renvela]	488
19114106	Citric Acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution	487
1150351	Lauromacrogol 400 80mg/2ml solution for injection ampoules	486
19125041	sitagliptin 100 MG Oral Tablet	482
1115067	Naproxen 500 MG Delayed Release Oral Tablet	482
19077609	Gentamicin Sulfate (USP) 1.2 MG/ML Injectable Solution	481
922806	Ciprofloxacin 500 MG Oral Tablet	479
40223609	Vancomycin 6 MG/ML Injectable Solution	478
19022486	Hydrochlorothiazide 12.5 MG Oral Capsule	478
19074934	cefpodoxime 200 MG Oral Tablet	475
997899	Clindamycin 300 MG Oral Capsule	472
40163510	Warfarin Sodium 1 MG Oral Tablet	471
19077930	Haloperidol 5 MG Oral Tablet	470
40168888	benztropine mesylate 1 MG Oral Tablet	469
40160973	0.4 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	467
19133566	24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule	467
19127610	Dexamethasone 0.5 MG Oral Tablet	467
40173132	Hydromorphone Hydrochloride 4 MG Oral Tablet [Dilaudid]	467
40238221	Docusate Sodium 100 MG Oral Tablet	467
1560524	Glucose	466
40234684	Mineral Oil 1000 MG/ML Enema [Fleet Mineral Oil]	465
40163524	Warfarin Sodium 2 MG Oral Tablet	462
19077242	Famotidine 8 MG/ML Oral Suspension	462
715235	Baclofen 10 MG Oral Tablet	461
19096678	valsartan 160 MG Oral Tablet	461
1736892	linezolid 600 MG Oral Tablet	461
1551122	Prednisone 2.5 MG Oral Tablet	461
1125393	Acetaminophen 650 MG Oral Tablet	460
19073791	Aztreonam 333 MG/ML Injectable Solution	459
1703065	valganciclovir 450 MG Oral Tablet	457
40169247	14 ACTUAT Fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	457
1112839	Aspirin 300 MG Rectal Suppository	454
953113	Famotidine 40 MG Oral Tablet	453
19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	451
40165254	Rosuvastatin calcium 20 MG Oral Tablet [Crestor]	450
950664	pregabalin 300mg/1 ORAL CAPSULE [lyrica]	448
19008724	silver sulfadiazine 10 MG/ML Topical Cream	448
19058398	Insulin Lispro 100 UNT/ML Injectable Solution	448
19132804	Calcium Carbonate 1250 MG / Cholecalciferol 125 UNT Oral Tablet	446
1332442	Amlodipine 10 MG Oral Tablet [Norvasc]	444
40242522	8 HR Acetaminophen 650 MG Extended Release Oral Tablet	442
19020398	ferrous gluconate 324 MG Oral Tablet	442
40223768	Donepezil hydrochloride 10 MG Oral Tablet	441
1736888	linezolid 2 MG/ML Injectable Solution [Zyvox]	440
19034324	Cosyntropin 0.25 MG/ML Injectable Solution [Cortrosyn]	437
19096438	sodium citrate 40 MG/ML Injectable Solution	437
42708661	Docusate Sodium 50 MG Oral Capsule [Colace]	437
19133570	24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule	435
919532	Gentamicin Sulfate (USP) 40 MG/ML Injectable Solution	433
906933	Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	433
40163924	24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet	432
1856650	BP screening - first call	432
19133040	Psyllium 14.2 MG/ML Oral Suspension	432
40169929	Morphine Sulfate 15 MG Oral Tablet	430
941477	terconazole 4 MG/ML Vaginal Cream	427
40228087	Triamcinolone Acetonide 1 MG/ML Topical Cream	425
798876	Clonazepam 1 MG Oral Tablet	421
19079834	Vancomycin 125 MG Oral Capsule	420
836718	Temazepam 15 MG Oral Capsule	420
40173098	Hydromorphone Hydrochloride 2 MG Oral Tablet	419
40236824	Phenazopyridine hydrochloride 100 MG Oral Tablet	417
1307089	Metoprolol 50 MG 24 Hour Extended Release Tablet	413
40163770	Fosphenytoin sodium 75 MG/ML Injectable Solution	412
19080068	Isoetharine 2 MG/ML Inhalant Solution	411
19114219	ammonium lactate 120 MG/ML Topical Cream	411
19074181	Betamethasone 0.5 MG/ML / Clotrimazole 10 MG/ML Topical Cream	410
19078861	Metformin 500 MG Oral Tablet	410
19132479	Benzocaine 200 MG/ML Mucosal Spray [Hurricaine]	410
975505	Echinacea purpurea extract 7.35 MG / Eucalyptus oil 6 MG / Menthol 10 MG Lozenge	409
19075002	Cefuroxime 500 MG Oral Tablet	408
19023563	Simvastatin 80 MG Oral Tablet	408
19126059	carbamide peroxide 65 MG/ML Otic Solution	405
40174878	Levothyroxine Sodium 0.075 MG Oral Capsule	404
40163244	Phenytoin sodium 50 MG/ML Injectable Solution	404
40242563	COLLAGENASE 0.25 UNT/MG Topical Ointment [Santyl]	403
19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	403
19078552	insulin human, isophane 100 UNT/ML Injectable Suspension	402
19102681	Polysaccharide iron complex 150 MG Oral Capsule [Ferrex-150]	402
711589	Cochlear implant system connector	401
40162381	Econazole Nitrate 10 MG/ML Topical Cream	400
19077342	ferrous sulfate 60 MG/ML Oral Solution	400
43526395	prednisolone acetate 10 MG/ML Ophthalmic Suspension	400
19079990	24 HR Glipizide 5 MG Extended Release Oral Tablet	399
1308851	Allevyn Gentle Border dressing 7.5cm x 7.5cm (Smith & Nephew Healthcare Ltd) 1 dressing	399
1754995	Fluconazole 100 MG Oral Tablet	398
1113041	200 ACTUAT Ipratropium Bromide 0.017 MG/ACTUAT Metered Dose Inhaler	398
1742258	Levofloxacin 500 MG Oral Tablet [Levaquin]	397
1717707	valacyclovir 1000 MG Oral Tablet	395
19102836	aripiprazole 5 MG Oral Tablet [Abilify]	394
1734134	Azithromycin 500 MG Oral Tablet	394
19078344	Hydrocortisone 25 MG/ML Topical Cream	392
40165773	Enalapril Maleate 20 MG Oral Tablet	392
40221871	24 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet	390
40174825	Hydralazine Hydrochloride 50 MG Oral Tablet	390
19018781	Acetazolamide 250 MG Oral Tablet	389
19075394	Citalopram 40 MG Oral Tablet	387
19074558	Calcium Carbonate 500 MG Chewable Tablet	387
19077549	gabapentin 400 MG Oral Capsule	386
40165257	Rosuvastatin calcium 40 MG Oral Tablet	385
1395774	ferric oxide, saccharated 20 MG/ML Injectable Solution	385
40233964	Triamcinolone Acetonide 0.001 MG/MG Topical Ointment	384
40166827	24 HR metoprolol succinate 200 MG Extended Release Oral Tablet [Toprol]	378
1383869	24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet	378
40164135	Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution [Alphagan]	377
722067	Paroxetine 10 MG Oral Tablet	377
711585	Cephalexin 25 MG/ML Oral Suspension	374
40165261	Rosuvastatin calcium 5 MG Oral Tablet	372
715966	Escitalopram 20 MG Oral Tablet [Lexapro]	372
19044952	MAGNESIUM GLUCONATE 500 MG Oral Tablet [Magtrate]	372
1304794	0.4 ML darbepoetin alfa 0.1 MG/ML Prefilled Syringe [Aranesp]	371
40169243	14 ACTUAT Fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]	371
1325642	0.6 ML pegfilgrastim 10 MG/ML Prefilled Syringe [Neulasta]	371
1551193	Prednisone 1 MG/ML Oral Solution	371
19019050	Diatrizoate Meglumine 660 MG/ML / Sodium Diatrizoate 100 MG/ML Injectable Solution	370
711620	5 ML Levetiracetam 100 MG/ML Injection	369
19019306	24 HR Nicotine 0.583 MG/HR Transdermal Patch	369
19019309	Nifedipine 10 MG Oral Capsule	368
40168892	2 ML benztropine mesylate 1 MG/ML Injection	368
19100691	Isosorbide Dinitrate 10 MG Oral Tablet	368
955434	Ethanol 0.98 ML/ML Injectable Solution	368
19039813	Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin]	367
1192220	Levalbuterol 0.21 MG/ML Inhalant Solution [Xopenex]	366
715300	2-Hydroxysebacate	366
19075032	Cephalexin 250 MG Oral Capsule	361
951553	calcium acetate 667 MG Oral Capsule [Phoslo]	361
19076658	Dobutamine 1 MG/ML Injectable Solution	361
1748981	Advagraf 0.5mg modified-release capsules (Mawdsley-Brooks & Company Ltd) 50 capsule	361
19034351	Filgrastim 0.3 MG/ML Injectable Solution [Neupogen]	360
19098138	Budesonide 0.25 MG/ML Inhalant Solution	359
40238246	Divalproex Sodium 250 MG Delayed Release Oral Tablet	359
42902745	Fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	358
19057128	Oxytocin 10 UNT/ML Injectable Solution	358
1754996	Fluconazole 150 MG Oral Tablet	358
19008723	Mupirocin 0.02 MG/MG Topical Ointment	356
19014880	Azathioprine 50 MG Oral Tablet	355
40226837	Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 10 MG/ML Injectable Solution	354
40164847	1 ML Ketorolac Tromethamine 15 MG/ML Injection	353
19004693	Risperidone 1 MG Oral Tablet [Risperdal]	353
751247	Lithium Carbonate 300 MG Oral Capsule	352
19079527	Sodium Chloride 1000 MG Oral Tablet	352
736019	Benzyl Alcohol 0.09 MG/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution	351
19045362	Acetaminophen 750 MG / Hydrocodone 7.5 MG Oral Tablet [Vicodin ES]	350
40231811	12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]	350
40166826	24 HR metoprolol succinate 200 MG Extended Release Oral Tablet	349
742303	arnica montana 6[hp_C]/1 ORAL TABLET [arnica recovery]	348
19125049	sitagliptin 50 MG Oral Tablet	348
1504621	Fluticasone furoate 27.5micrograms/dose nasal spray 120 dose	348
42874113	alpha-Tocopherol Acetate 30 UNT / Ascorbic Acid 120 MG / Calcium Carbonate 200 MG / Cholecalciferol 400 UNT / Cupric oxide 2 MG / Docusate Sodium 50 MG / Folic Acid 1 MG / Iron Carbonyl 90 MG / Magnesium Oxide 30 MG / Niacinamide 20 MG / Pyridoxine Hydroc	347
19076175	2 ML Dexmedetomidine 0.1 MG/ML Injection	346
766923	quetiapine 50 MG Oral Tablet	346
1113079	200 ACTUAT Ipratropium Bromide 0.017 MG/ACTUAT Metered Dose Inhaler [Atrovent]	345
40163540	Warfarin Sodium 3 MG Oral Tablet	345
19022826	mycophenolate mofetil 500 MG Oral Tablet	345
19004034	mycophenolate mofetil 500 MG Injection	344
40162606	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet	344
19126425	Cholecalciferol 50000 UNT Oral Capsule	343
19079465	rosiglitazone 4 MG Oral Tablet	342
1836452	Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injectable Solution	341
19079712	Tacrolimus 0.5 MG Oral Capsule	341
40162717	Amitriptyline Hydrochloride 25 MG Oral Tablet	340
19076592	Diphenhydramine 25 MG Oral Capsule	339
19076953	Erythromycin 0.005 MG/MG Ophthalmic Ointment	339
19028828	diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension	339
19075604	Clotrimazole 10 MG/ML Topical Solution	339
1154063	72 HR Fentanyl 0.05 MG/HR Transdermal Patch	339
40243198	10 ML Atropine Sulfate 0.1 MG/ML Prefilled Syringe	338
19019042	Furosemide 10 MG/ML Oral Solution	338
40165335	Ursodiol 300 MG Oral Capsule	337
40175172	Levothyroxine Sodium 0.025 MG Oral Capsule	337
1322185	clopidogrel 75 MG Oral Tablet [Plavix]	335
19077929	Haloperidol 1 MG Oral Tablet	335
19072961	alteplase 1 MG/ML Injectable Solution	335
997996	50 ML Clindamycin 18 MG/ML Injection [Cleocin]	333
19019307	24 HR Nicotine 0.875 MG/HR Transdermal Patch	333
19010403	Mupirocin 0.02 MG/MG Nasal Ointment [Bactroban]	332
19026511	Hydrocortisone 0.01 MG/MG Topical Ointment	332
40165767	Enalapril Maleate 2.5 MG Oral Tablet	332
1134771	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet	331
40232217	Pseudoephedrine Hydrochloride 30 MG Oral Tablet	331
19076374	Diazepam 5 MG/ML Injectable Solution	330
40228967	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Robitussin DM]	330
1738542	Doxycycline 100 MG Oral Tablet	328
19012592	Mycophenolic Acid 360 MG Delayed Release Oral Tablet [Myfortic]	328
40168664	Clonidine Hydrochloride 0.2 MG Oral Tablet	327
40162587	Acetaminophen 33.3 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution	327
1340161	Captopril 25 MG Oral Tablet	327
42707627	rocuronium bromide 10 MG/ML Injectable Solution	327
19018937	Digoxin 0.25 MG Oral Tablet	327
19133515	docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule	325
1797515	Ciprofloxacin 250 MG Oral Tablet	325
1555142	Fludrocortisone 0.1 MG Oral Tablet	325
19079776	Timolol 5 MG/ML Ophthalmic Solution	325
19121383	Betamethasone 3 MG/ML / Betamethasone acetate 3 MG/ML Injectable Suspension	325
19017556	quetiapine 200 MG Oral Tablet [Seroquel]	323
19004082	Simvastatin 20 MG Oral Tablet [Zocor]	323
19035112	Metronidazole 250 MG Oral Tablet [Flagyl]	322
19077574	Ganciclovir 500 MG Injection	322
40163312	Propranolol Hydrochloride 10 MG Oral Tablet	321
1178665	Indomethacin 25 MG Oral Capsule	320
40163546	Warfarin Sodium 4 MG Oral Tablet	319
1501700	Acetaminophen 650 MG / Hydrocodone Bitartrate 10 MG Oral Tablet	319
715298	duloxetine 30 MG Delayed Release Oral Capsule [Cymbalta]	319
19072240	Acetazolamide 500 MG Injection	319
42902748	Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler	319
19068758	linezolid 600 MG Oral Tablet [Zyvox]	316
902489	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet	315
789581	Aldomet 500mg tablets (Sigma Pharmaceuticals Plc)	313
40232707	Oxycodone Hydrochloride 10 MG Oral Tablet	311
19127526	0.3 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe [Aranesp]	311
40184217	Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet	311
1154536	Albuterol 0.21 MG/ML Inhalant Solution	310
40165065	200 ML Nicardipine hydrochloride 0.1 MG/ML Injection [Cardene]	308
40163518	Warfarin Sodium 10 MG Oral Tablet	308
40169695	Labetalol hydrochloride 300 MG Oral Tablet	307
19077577	Gemfibrozil 600 MG Oral Tablet	307
40169924	Morphine Sulfate 15 MG Extended Release Oral Tablet	307
40162472	Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Capsule	306
920340	Acetaminophen 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix]	306
966010	72 HR Scopolamine 0.0139 MG/HR Transdermal Patch [Transderm Scop]	305
19026476	Ketoconazole 20 MG/ML Topical Cream	304
743793	24 HR venlafaxine 75 MG Extended Release Oral Capsule [Effexor]	304
1516978	insulin detemir 100 UNT/ML Injectable Solution	304
19112758	Mycophenolic Acid 360 MG Delayed Release Oral Tablet	303
19010291	Tacrolimus 5 MG Oral Capsule [Prograf]	303
19019333	24 HR Nifedipine 90 MG Extended Release Oral Tablet	303
19020131	Bisacodyl 10 MG Rectal Suppository	302
19077659	Glyburide 2.5 MG Oral Tablet	302
715301	Actreen set catheter male 8Ch HO6208E (B.Braun Medical Ltd)	301
40240035	olopatadine 1 MG/ML Ophthalmic Solution	301
19077579	Gentamicin Sulfate (USP) 0.001 MG/MG Topical Ointment	299
40184293	Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Injectable Suspension [NovoLog Mix]	299
40223779	Donepezil hydrochloride 5 MG Oral Tablet [Aricept]	299
19096677	valsartan 320 MG Oral Tablet	296
19077738	Granisetron 1 MG Oral Tablet	296
19131111	60 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]	294
1331241	Option Bi-Form ileostomy bag with filter, midi BFV-4340K 40mm Opaque (Oakmed Ltd)	294
766819	quetiapine 100 MG Oral Tablet	293
40166455	Penicillin G Potassium 1000000 UNT/ML Injectable Solution	293
19003315	Famotidine 20 MG Oral Tablet [Pepcid]	293
19022948	irbesartan 150 MG Oral Tablet	292
19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	291
19101553	Levetiracetam 1000 MG Oral Tablet	291
1308879	valsartan 40 MG Oral Tablet [Diovan]	291
19080040	Haloperidol 2 MG Oral Tablet	290
19056978	Calcium Carbonate 1500 MG Oral Tablet	289
40163333	Propranolol Hydrochloride 20 MG Oral Tablet	289
19073188	Amoxicillin 500 MG Oral Tablet	288
1310218	Warfarin 5 MG Oral Tablet	288
919346	Gentamicin Sulfate (USP) 1 MG/ML Topical Cream	288
929953	lansoprazole 15 MG Delayed Release Oral Capsule	288
19102840	palonosetron 0.05 MG/ML Injectable Solution [Aloxi]	287
19058574	Calcium Citrate 950 MG Oral Tablet	286
932777	Bumetanide 0.25 MG/ML Injectable Solution	285
40185298	0.6 ML Methylnaltrexone bromide 20 MG/ML Injection [Relistor]	285
970283	Spironolactone 50 MG Oral Tablet	283
1703836	Acyclovir 50 MG/ML Injectable Solution	281
40237530	24 HR Divalproex Sodium 500 MG Extended Release Oral Tablet [Depakote]	281
19033604	Etomidate 2 MG/ML Injectable Solution [Amidate]	281
19067557	Ramipril 10 MG Oral Capsule [Altace]	280
715294	duloxetine 20 MG Delayed Release Oral Capsule	280
19077637	24 HR Glipizide 2.5 MG Extended Release Oral Tablet	280
1337111	12 HR ranolazine 500 MG Extended Release Oral Tablet	278
43013349	Aluminum Hydroxide 0.012 MG/MG Topical Ointment	278
40244448	rivaroxaban 20 MG Oral Tablet	278
40163566	Warfarin Sodium 7.5 MG Oral Tablet	277
743717	24 HR venlafaxine 150 MG Extended Release Oral Capsule	277
40223078	Codeine Phosphate 15 MG Oral Tablet	276
19133853	Ketorolac Tromethamine 10 MG Oral Tablet	275
1539406	MARY KAY TINTED LIP BALM SUNSCREEN SPF 15 MANGO - octinoxate, octocrylene, oxybenzone, zinc oxide lipstick	275
19135599	Desmopressin Acetate 0.004 MG/ML Injectable Solution [DDAVP]	275
19122148	duloxetine 30 MG Delayed Release Oral Capsule	275
1551100	2 way foley all silicone catheter male 14Ch 5774 5ml-10ml balloon (Mediplus Ltd)	274
40236839	Phenazopyridine hydrochloride 200 MG Oral Tablet	274
19137329	Thiamine 100 MG/ML Injectable Solution	274
42708517	60 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]	274
1551099	Prednisone	273
19079138	1 ML Octreotide 0.1 MG/ML Injection	273
1103320	Disulfiram 500 MG Oral Tablet	269
40184084	Hydroxychloroquine Sulfate 200 MG Oral Tablet	269
1307046	Metoprolol	269
40166320	Methadone Hydrochloride 10 MG Oral Tablet	268
40222092	Bupropion Hydrochloride 75 MG Oral Tablet	268
1799141	Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets (Special Order) 1 tablet	267
