drug_concept_id,personCnt,concept_name
1555142,26,Fludrocortisone 0.1 MG Oral Tablet
40223078,26,Codeine Phosphate 15 MG Oral Tablet
19029024,26,celecoxib 100 MG Oral Capsule
1711761,26,Dapsone 100 MG Oral Tablet
1710617,26,Zidovudine 300 MG Oral Tablet
19079138,26,1 ML Octreotide 0.1 MG/ML Injection
942384,25,torsemide 20 MG Oral Tablet
40163510,25,Warfarin Sodium 1 MG Oral Tablet
19074492,25,Calcitriol 0.00025 MG Oral Capsule
40176723,25,Dicyclomine Hydrochloride 10 MG Oral Capsule
19077574,25,Ganciclovir 500 MG Injection
800881,25,Clozapine 100 MG Oral Tablet
19010291,25,Tacrolimus 5 MG Oral Capsule [Prograf]
42901674,25,Phenytoin 25 MG/ML Oral Suspension
1118087,25,celecoxib 100 MG Oral Capsule [Celebrex]
19122391,25,Ranitidine 25 MG Effervescent Oral Tablet
19059326,25,Glucose 100 MG/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution
40223778,25,Donepezil hydrochloride 5 MG Oral Tablet
19127381,25,0.5 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe [Aranesp]
1322185,25,clopidogrel 75 MG Oral Tablet [Plavix]
704944,25,Methocarbamol 500 MG Oral Tablet
40174907,25,Levothyroxine Sodium 0.088 MG Oral Tablet
19018781,25,Acetazolamide 250 MG Oral Tablet
42708515,25,60 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]
40223834,25,Fexofenadine hydrochloride 60 MG Oral Tablet
40236419,25,Methylphenidate Hydrochloride 10 MG Oral Tablet
42903220,25,Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler
19125049,25,sitagliptin 50 MG Oral Tablet
1539406,25,Simvastatin 40 MG Oral Tablet [Zocor]
19133515,25,docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule
40240039,25,olopatadine 2 MG/ML Ophthalmic Solution
1192220,25,Levalbuterol 0.21 MG/ML Inhalant Solution [Xopenex]
19124099,25,drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet
19076659,25,Dobutamine 2 MG/ML Injectable Solution
19078781,25,Levetiracetam 750 MG Oral Tablet
712649,25,ziprasidone 20 MG Injection [Geodon]
40234727,24,Nystatin 100000 UNT/ML / Triamcinolone Acetonide 1 MG/ML Topical Cream
40163796,24,{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack [Next Choice]
997892,24,Clindamycin 150 MG Oral Capsule
1154337,24,Pseudoephedrine 30 MG Oral Tablet
19034351,24,Filgrastim 0.3 MG/ML Injectable Solution [Neupogen]
40235279,24,24 HR Methylphenidate Hydrochloride 36 MG Extended Release Oral Tablet
19004061,24,mycophenolate mofetil 250 MG Oral Capsule [Cellcept]
19068728,24,Risperidone 0.25 MG Oral Tablet [Risperdal]
43526852,24,Lidocaine 40 MG/ML Topical Cream [AneCream]
40163342,24,Propranolol Hydrochloride 40 MG Oral Tablet
19132010,24,Risperidone 0.5 MG Disintegrating Oral Tablet [Risperdal]
19077342,24,ferrous sulfate 60 MG/ML Oral Solution
19058045,24,Desogestrel 0.15 MG / Ethinyl Estradiol 0.03 MG Oral Tablet
19034324,24,Cosyntropin 0.25 MG/ML Injectable Solution [Cortrosyn]
40165335,24,Ursodiol 300 MG Oral Capsule
19056978,24,Calcium Carbonate 1500 MG Oral Tablet
1790815,24,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap
780444,24,varenicline 0.5 MG Oral Tablet
40166816,24,24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]
44784878,24,Naltrexone hydrochloride 50 MG Oral Tablet
1112807,24,Aspirin
40169993,24,Morphine Sulfate 30 MG Oral Tablet
19121195,24,72 HR Fentanyl 0.012 MG/HR Transdermal Patch
1506430,24,Methylprednisolone 40 MG Injection
1113672,24,nabumetone 500 MG Oral Tablet
19102471,24,moxifloxacin 5 MG/ML Ophthalmic Solution
40231932,24,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet
40166826,24,24 HR metoprolol succinate 200 MG Extended Release Oral Tablet
40224822,24,norethindrone acetate 5 MG Oral Tablet
40169238,24,120 ACTUAT fluticasone furoate 0.0275 MG/ACTUAT Nasal Inhaler
19072240,24,Acetazolamide 500 MG Injection
1163945,24,Guaifenesin 200 MG Oral Tablet
712642,23,ziprasidone 80 MG Oral Capsule
19113528,23,Water 1000 MG/ML Injectable Solution
40160970,23,0.3 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe
1113072,23,200 ACTUAT Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler
948079,23,pantoprazole 20 MG Delayed Release Oral Tablet
40231812,23,12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet
40169944,23,Morphine Sulfate 2 MG/ML Oral Solution
19076493,23,Digoxin 0.25 MG Oral Tablet [Lanoxin]
40164101,23,Azithromycin 16.7 MG/ML Oral Suspension
40232717,23,Oxycodone Hydrochloride 15 MG Oral Tablet
40164516,23,Clobetasol Propionate 0.5 MG/ML Topical Cream
19115249,23,Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet
19058574,23,Calcium Citrate 950 MG Oral Tablet
951536,23,Mupirocin 20 MG/ML Topical Cream
19077401,23,Fluconazole 40 MG/ML Oral Suspension
19102203,23,Atazanavir 100 MG Oral Capsule [Reyataz]
1760056,23,Amoxicillin 120 MG/ML / Clavulanate 8.58 MG/ML Oral Suspension
1836449,23,Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension
1796438,23,Cefixime 400 MG Oral Tablet
1734108,23,Azithromycin 40 MG/ML Oral Suspension
40235269,23,24 HR Methylphenidate Hydrochloride 18 MG Extended Release Oral Tablet
40166135,23,24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet
19129541,23,pantoprazole 40 MG Oral Granules [Protonix]
40169313,23,24 HR Morphine Sulfate 150 MG Extended Release Oral Capsule
1103359,23,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet
1304794,23,0.4 ML darbepoetin alfa 0.1 MG/ML Prefilled Syringe [Aranesp]
997893,22,Clindamycin 10 MG/ML Topical Lotion
40162344,22,Diclofenac Sodium 50 MG / Misoprostol 0.2 MG Oral Tablet
19018787,22,Allopurinol 300 MG Oral Tablet
1704184,22,Lamivudine 150 MG Oral Tablet [Epivir]
19009594,22,Vitamin E 400 UNT Oral Capsule
19133566,22,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule
19134083,22,"cyclosporine, modified 25 MG Oral Capsule [Neoral]"
19074932,22,cefpodoxime 100 MG Oral Tablet
40232730,22,Oxycodone Hydrochloride 20 MG Oral Tablet
1115171,22,Naproxen sodium 220 MG Oral Tablet
989878,22,Lidocaine
1331241,22,quinapril 20 MG Oral Tablet
43560606,22,Miconazole Nitrate 0.02 MG/MG Topical Powder [Zeasorb]
40173405,22,168 ACTUAT Nicotine 4 MG/ACTUAT Metered Dose Inhaler
40163524,22,Warfarin Sodium 2 MG Oral Tablet
19041252,22,Acetaminophen 325 MG Rectal Suppository [Acephen]
1036233,22,Sucralfate 1000 MG Oral Tablet
40162436,22,24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule
757358,22,Eszopiclone 3 MG Oral Tablet
19079498,22,sildenafil 50 MG Oral Tablet
19131640,22,Cholecalciferol 2000 UNT Oral Capsule
19077653,22,Glucose 4000 MG Chewable Tablet
1756839,22,darunavir 400 MG Oral Tablet
40163900,22,200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]
42707472,22,4 ML Labetalol hydrochloride 5 MG/ML Cartridge
19133570,22,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule
951537,22,Mupirocin 0.02 MG/MG Nasal Ointment
19079527,22,Sodium Chloride 1000 MG Oral Tablet
40223153,22,168 HR Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1]
19006231,22,gabapentin 100 MG Oral Capsule [Neurontin]
40164972,21,Megestrol Acetate 40 MG/ML Oral Suspension
40165258,21,Rosuvastatin calcium 40 MG Oral Tablet [Crestor]
40242563,21,COLLAGENASE 0.25 UNT/MG Topical Ointment [Santyl]
19042968,21,Benzocaine 140 MG/ML / butamben 20 MG/ML / Tetracaine 20 MG/ML Topical Spray [Cetacaine]
1167323,21,Allopurinol 100 MG Oral Tablet
19079293,21,pioglitazone 30 MG Oral Tablet
19100691,21,Isosorbide Dinitrate 10 MG Oral Tablet
40244448,21,rivaroxaban 20 MG Oral Tablet
1707472,21,Metronidazole 0.01 MG/MG Topical Gel
40169695,21,Labetalol hydrochloride 300 MG Oral Tablet
40163518,21,Warfarin Sodium 10 MG Oral Tablet
975125,21,Hydrocortisone
744800,21,zonisamide 100 MG Oral Capsule
974199,21,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet
1704186,21,Lamivudine 150 MG Oral Tablet
19127005,21,Sodium Chloride 0.513 MEQ/ML Inhalant Solution
19129681,21,24 HR Desvenlafaxine 50 MG Extended Release Oral Tablet
19004034,21,mycophenolate mofetil 500 MG Injection
19057996,21,50 ML Oxacillin 40 MG/ML Injection
1350490,21,Prazosin 5 MG Oral Capsule
19075033,21,Cephalexin 50 MG/ML Oral Suspension
1525220,21,pioglitazone 45 MG Oral Tablet
1344966,21,Guanfacine 1 MG Oral Tablet
40233993,21,Triamcinolone Acetonide 0.25 MG/ML Topical Cream
19076958,21,Erythromycin 250 MG Delayed Release Oral Tablet
19096678,21,valsartan 160 MG Oral Tablet
40222660,21,Hydroxyzine Pamoate 25 MG Oral Capsule
40168669,21,Clonidine Hydrochloride 0.3 MG Oral Tablet
19131658,21,"0.5 ML Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injection [M-M-R II]"
992673,21,Chlorothiazide 500 MG Injection
1713370,21,Amoxicillin 50 MG/ML Oral Suspension
1112839,21,Aspirin 300 MG Rectal Suppository
905236,21,mometasone furoate 1 MG/ML Topical Cream
19005929,21,Metoclopramide 1 MG/ML Oral Solution
19027665,21,"tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension"
922723,21,Nystatin 100 UNT/MG Topical Powder [Nystop]
1525221,21,pioglitazone 15 MG Oral Tablet
19127702,21,120 ACTUAT fluticasone 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent]
40163546,21,Warfarin Sodium 4 MG Oral Tablet
1703743,21,Acyclovir 800 MG Oral Tablet
19102773,21,moxifloxacin 5 MG/ML Ophthalmic Solution [Vigamox]
778479,21,tizanidine 4 MG Oral Tablet
19019414,20,Nortriptyline 75 MG Oral Capsule
19010522,20,"cyclosporine, modified 100 MG Oral Capsule"
40165809,20,Fluphenazine Hydrochloride 5 MG Oral Tablet
922570,20,Nystatin
19030162,20,Ciprofloxacin 250 MG Oral Tablet [Cipro]
1504621,20,Methimazole 10 MG Oral Tablet
1307046,20,Metoprolol
19102297,20,12 HR Carbamazepine 200 MG Extended Release Oral Tablet
19075302,20,Cholecalciferol 400 UNT Oral Tablet
40162464,20,diclofenac epolamine 0.013 MG/MG Medicated Patch
19019042,20,Furosemide 10 MG/ML Oral Solution
40178233,20,Ampicillin 20 MG/ML / Sulbactam 10 MG/ML Injectable Solution
42800035,20,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]
1165632,20,12 HR Guaifenesin 600 MG Extended Release Oral Tablet
1139059,20,30 ML Acetylcysteine 200 MG/ML Injection
40182871,20,Esmolol hydrochloride 10 MG/ML Injectable Solution [Brevibloc]
19076997,20,Estradiol 0.1 MG/ML Vaginal Cream
40166808,20,12 HR Carbamazepine 200 MG Extended Release Oral Tablet [Tegretol]
40163566,20,Warfarin Sodium 7.5 MG Oral Tablet
45776321,20,Tetracaine hydrochloride 5 MG/ML Ophthalmic Solution
1503297,20,Metformin
40066729,20,Penicillin V 500 MG Oral Tablet
43560451,20,Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution
19078603,20,"insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension"
19021043,20,Starch 0.51 MG/MG Rectal Suppository
1748955,20,lopinavir 133 MG / Ritonavir 33.3 MG Oral Capsule
956876,20,Furosemide 8 MG/ML Oral Solution
714851,20,Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Oral Tablet
19123585,20,Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension
19057704,20,Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet
19067557,20,Ramipril 10 MG Oral Capsule [Altace]
1525217,20,pioglitazone 30 MG Oral Tablet [Actos]
1325642,19,0.6 ML pegfilgrastim 10 MG/ML Prefilled Syringe [Neulasta]
19023235,19,Camphor 5 MG/ML / Menthol 5 MG/ML Topical Lotion
19131831,19,Soybean Oil 200 MG/ML Injectable Suspension [Intralipid]
19044440,19,Cetirizine 10 MG Oral Tablet [Zyrtec]
19004296,19,Pseudoephedrine 60 MG Oral Tablet [Sudafed]
40164715,19,Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet
800892,19,Clozapine 25 MG Oral Tablet
19075427,19,Clindamycin 0.01 MG/MG Topical Gel
1367571,19,Heparin
40165031,19,Levonorgestrel 1.5 MG Oral Tablet [Plan B One-Step]
19079776,19,Timolol 5 MG/ML Ophthalmic Solution
40162737,19,Amitriptyline Hydrochloride 75 MG Oral Tablet
19039961,19,dexlansoprazole 60 MG Delayed Release Oral Capsule
19010126,19,docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule [Sea-Omega]
797439,19,gabapentin 300 MG Oral Tablet
40166295,19,Methadone Hydrochloride 0.333 MG/ML Oral Suspension
19133844,19,24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet
40160989,19,0.6 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe
989898,19,Lidocaine 25 MG/ML / Prilocaine 25 MG/ML Topical Cream
1037007,19,Tetrahydrocannabinol 2.5 MG Oral Capsule
40166131,19,24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet
40223779,19,Donepezil hydrochloride 5 MG Oral Tablet [Aricept]
40166002,19,Glyburide 5 MG / Metformin hydrochloride 500 MG Oral Tablet
1310218,19,Warfarin 5 MG Oral Tablet
1308851,19,valsartan 80 MG Oral Tablet
1518259,19,Dexamethasone 1 MG Oral Tablet
1125392,19,Acetaminophen 650 MG Rectal Suppository
19077637,19,24 HR Glipizide 2.5 MG Extended Release Oral Tablet
40223768,19,Donepezil hydrochloride 10 MG Oral Tablet
19102220,19,Atazanavir 100 MG Oral Capsule
904549,19,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule
904996,19,ammonium lactate 120 MG/ML Topical Lotion [Lac-Hydrin]
19073183,19,Amoxicillin 250 MG Oral Capsule
1308879,19,valsartan 40 MG Oral Tablet [Diovan]
1383869,19,24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet
789581,19,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet
951535,19,Mupirocin 20 MG/ML Topical Cream [Bactroban]
19020369,19,dimethicone 20 MG/ML Topical Lotion
40163913,19,24 HR Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Extended Release Oral Capsule
40237993,19,Valproic Acid 100 MG/ML Injectable Solution
40224897,19,Doxepin Hydrochloride 25 MG Oral Capsule
42902283,19,darunavir 800 MG Oral Tablet [Prezista]
40163911,18,24 HR Amphetamine aspartate 3.75 MG / Amphetamine Sulfate 3.75 MG / Dextroamphetamine saccharate 3.75 MG / Dextroamphetamine Sulfate 3.75 MG Extended Release Oral Capsule
710723,18,modafinil 100 MG Oral Tablet [Provigil]
40239916,18,"Sodium Phosphate, Dibasic 59.3 MG/ML / Sodium Phosphate, Monobasic 161 MG/ML Enema [Fleet Enema]"
19002365,18,Fluocinonide 0.0005 MG/MG Topical Ointment
19077738,18,Granisetron 1 MG Oral Tablet
1539462,18,Simvastatin 5 MG Oral Tablet
1110410,18,Morphine
710064,18,Amitriptyline 10 MG Oral Tablet
1150926,18,Misoprostol 0.2 MG Oral Tablet
987368,18,lubiprostone 0.024 MG Oral Capsule
40163383,18,sevelamer hydrochloride 800 MG Oral Tablet
1126747,18,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule
19011852,18,Ascorbic Acid 500 MG Oral Capsule
1736994,18,abacavir 300 MG Oral Tablet
19079279,18,Phenytoin 100 MG Extended Release Capsule [Dilantin]
1301156,18,Melatonin 1 MG Oral Tablet
968167,18,Sodium Chloride 0.154 MEQ/ML Nasal Spray
1125315,18,Acetaminophen
19073873,18,Bacitracin 0.5 UNT/MG / Polymyxin B 10 UNT/MG Ophthalmic Ointment
40234365,18,magnesium citrate 58.2 MG/ML Oral Solution
970282,18,Spironolactone 100 MG Oral Tablet
40235286,18,24 HR Methylphenidate Hydrochloride 54 MG Extended Release Oral Tablet
19071361,18,drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet
19131442,18,2 ML Diazepam 0.005 MG/MG Prefilled Applicator [Diastat]
719380,18,Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Oral Tablet
19007332,18,Methotrexate 2.5 MG Oral Tablet
40100706,18,venlafaxine 150 MG 24 Hour Extended Release Capsule [Effexor XR]
40243198,18,10 ML Atropine Sulfate 0.1 MG/ML Prefilled Syringe
19021102,18,mycophenolate mofetil 250 MG Oral Capsule
40227085,18,Lidocaine Hydrochloride 30 MG/ML Topical Cream
19102830,18,Aluminum Hydroxide 45 MG/ML / Magnesium Hydroxide 40 MG/ML / Simethicone 5 MG/ML Oral Suspension [Maalox Plus]
40231371,18,Lurasidone Hydrochloride 40 MG Oral Tablet [Latuda]
19071458,18,zonisamide 100 MG Oral Capsule [Zonegran]
19103180,18,Cephalexin 125 MG Disintegrating Oral Tablet
19102522,18,Aspirin 81 MG Delayed Release Oral Capsule
40242057,18,Dibasic potassium phosphate 1.66 MEQ/ML / Monobasic potassium phosphate 1.65 MEQ/ML Injectable Solution
722064,18,Paroxetine Hydrochloride 10 MG Oral Tablet [Paxil]
40180875,18,Terbinafine hydrochloride 10 MG/ML Topical Cream [Lamisil]
1885924,18,NULL
19002364,18,Fluocinonide 0.5 MG/ML Topical Cream
42709132,18,Ethinyl Estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet
40221864,18,12 HR Bupropion Hydrochloride 200 MG Extended Release Oral Tablet
19095939,18,Calcium Carbonate 1250 MG Oral Tablet [OsCal 500]
40185204,18,Miconazole Nitrate 100 MG Vaginal Suppository
735851,18,Disulfiram 250 MG Oral Tablet
752129,17,Prochlorperazine 25 MG Rectal Suppository [Compro]
19131708,17,Menthol 5.4 MG Oral Lozenge [Cepacol Sore Throat from Post Nasal Drip]
19021074,17,Famotidine 10 MG Oral Tablet
19112758,17,Mycophenolic Acid 360 MG Delayed Release Oral Tablet
19099839,17,Benzocaine 200 MG/ML Mucosal Spray
40231819,17,12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]
19078859,17,mesalamine 400 MG Delayed Release Oral Tablet
42903087,17,Fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler
42902914,17,Azelastine hydrochloride 0.206 MG/ACTUAT Nasal Inhaler
19042994,17,Acyclovir 0.05 MG/MG Topical Ointment [Zovirax]
40243340,17,Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet
40163234,17,Phenytoin sodium 300 MG Extended Release Oral Capsule
19074978,17,Ceftriaxone 40 MG/ML Injectable Solution
40163917,17,24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule
19003514,17,2 ML Digoxin 0.25 MG/ML Injection
19096595,17,Budesonide 0.125 MG/ML Inhalant Solution
40222616,17,Ethambutol Hydrochloride 400 MG Oral Tablet
40163909,17,24 HR Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Extended Release Oral Capsule
19011853,17,Ascorbic Acid 1000 MG Oral Tablet
1710616,17,Zidovudine 100 MG Oral Capsule
19132560,17,24 HR venlafaxine 150 MG Extended Release Oral Tablet
40235274,17,24 HR Methylphenidate Hydrochloride 27 MG Extended Release Oral Tablet
40174825,17,Hydralazine Hydrochloride 50 MG Oral Tablet
40163907,17,24 HR Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Extended Release Oral Capsule
40163638,17,lisdexamfetamine dimesylate 30 MG Oral Capsule
1756840,17,darunavir 400 MG Oral Tablet [Prezista]
1708903,17,Minocycline 100 MG Oral Capsule
1763294,17,Rifampin 60 MG/ML Injectable Solution
42800009,17,aluminum sulfate 8.42 MG/ML / calcium acetate 5.95 MG/ML Topical Solution [Domeboro]
1337111,17,12 HR ranolazine 500 MG Extended Release Oral Tablet
19057161,17,Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet
1334459,17,Ramipril 2.5 MG Oral Capsule
19115098,17,Cefoxitin 95 MG/ML Injectable Solution
19075341,17,ciclopirox 7.7 MG/ML Topical Cream
736015,17,Risperidone 1 MG/ML Oral Solution
19019528,17,Perphenazine 16 MG Oral Tablet
19040856,17,4 ML Norepinephrine 1 MG/ML Injection [Levophed]
40165561,17,haloperidol decanoate 100 MG/ML Injectable Solution
19045071,17,Ergocalciferol 8000 UNT/ML Oral Solution
19046163,17,Glucose 556 MG/ML Oral Solution [Glutol]
40163433,17,Terbutaline Sulfate 1 MG/ML Injectable Solution
1597772,17,glimepiride 2 MG Oral Tablet
40162451,17,24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule
19072156,17,abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet
19075428,17,Clindamycin 10 MG/ML Topical Solution
902489,17,dorzolamide 20 MG/ML / Timolol 5 MG/ML Ophthalmic Solution
40236434,17,Methylphenidate Hydrochloride 2.5 MG Chewable Tablet
19058193,17,Granisetron 1 MG/ML Injectable Solution
938301,17,"sennosides, USP 25 MG Oral Tablet"
19010371,17,Losartan 50 MG Oral Tablet [Cozaar]
1340161,17,Captopril 25 MG Oral Tablet
40224875,17,Doxepin Hydrochloride 10 MG Oral Capsule
40175107,17,Levothyroxine Sodium 0.2 MG Oral Tablet [Synthroid]
1344245,17,10 ML Epinephrine 0.1 MG/ML Prefilled Syringe
19034807,17,Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol]
40164947,17,Metformin hydrochloride 850 MG Oral Tablet [Glucophage]
1344995,16,Iloprost 0.01 MG/ML Inhalant Solution [Ventavis]
43011980,16,"heparin sodium, porcine 1 UNT/ML Injectable Solution"
19020429,16,Hydrocortisone 5 MG/ML Topical Cream
1344244,16,0.3 ML Epinephrine 1 MG/ML Auto-Injector [Epipen]
19070747,16,Mirtazapine 15 MG Disintegrating Oral Tablet
19132815,16,Diclofenac 75 MG / Misoprostol 0.2 MG Enteric Coated Tablet [Arthrotec 75/200]
40164135,16,Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution [Alphagan]
734392,16,pregabalin 300 MG Oral Capsule
712621,16,ziprasidone 60 MG Oral Capsule
781184,16,ramelteon 8 MG Oral Tablet
40165709,16,Esomeprazole 1.33 MG/ML Oral Suspension [Nexium]
19126634,16,tamsulosin 0.4 MG Oral Capsule [Flomax]
43560387,16,dolutegravir 50 MG Oral Tablet
43014091,16,hydrocortisone valerate 2 MG/ML Topical Cream
40176744,16,Dicyclomine Hydrochloride 20 MG Oral Tablet
1137534,16,salmeterol 0.021 MG/ACTUAT Inhalant Solution
19074522,16,Calcium Carbonate 250 MG/ML Oral Suspension
19036348,16,24 HR Nicotine 0.292 MG/HR Transdermal Patch [Habitrol]
19036278,16,24 HR Nicotine 0.583 MG/HR Transdermal Patch [Habitrol]
967435,16,Simethicone 125 MG Chewable Tablet
932777,16,Bumetanide 0.25 MG/ML Injectable Solution
19012531,16,"Estrogens, Conjugated (USP) 0.625 MG Oral Tablet [Premarin]"
19012749,16,mometasone furoate 0.001 MG/MG Topical Ointment
984822,16,Kaolin 193 MG/ML / pectin 4.33 MG/ML Oral Suspension
1360067,16,Iron
42708144,16,Flurbiprofen sodium 0.3 MG/ML Ophthalmic Solution
19133873,16,Penicillin V Potassium 250 MG Oral Tablet
766814,16,quetiapine
19073871,16,Bacitracin 0.5 UNT/MG Ophthalmic Ointment
19075843,16,COLLAGENASE 0.25 UNT/MG Topical Ointment
1716905,16,moxifloxacin 400 MG Oral Tablet
40184187,16,Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet
797437,16,gabapentin 50 MG/ML Oral Solution [Neurontin]
19112640,16,Fenofibrate 145 MG Oral Tablet
1851172,16,NULL
40239274,16,Nortriptyline 10 MG Oral Capsule [Aventyl]
19075035,16,Cephalexin 250 MG Oral Tablet
40166704,16,Cyproheptadine hydrochloride 4 MG Oral Tablet
42707649,16,Lurasidone Hydrochloride 20 MG Oral Tablet
19008571,16,Triamcinolone 1 MG/ML Topical Cream
780383,16,metaxalone 800 MG Oral Tablet
40243919,16,Fluoxetine 60 MG Oral Tablet
911065,15,Zinc Oxide 0.2 MG/MG Topical Ointment
19057478,15,Betamethasone 0.5 MG/ML Topical Cream
19125237,15,darunavir 600 MG Oral Tablet
1133230,15,Buprenorphine 8 MG Sublingual Tablet
1307088,15,Metoprolol 200 MG 24 Hour Extended Release Tablet
19071491,15,"ferric oxide, saccharated 20 MG/ML Injectable Solution [Venofer]"
40222930,15,midodrine hydrochloride 5 MG Oral Tablet
19075153,15,Chlorothiazide 50 MG/ML Oral Suspension
923541,15,phenol 14 MG/ML Mucosal Spray
40223970,15,Miconazole Nitrate 40 MG/ML Vaginal Cream
40167439,15,buspirone hydrochloride 30 MG Oral Tablet
40162752,15,Amylases 60000 UNT / Endopeptidases 38000 UNT / Lipase 12000 UNT Delayed Release Oral Capsule
40173151,15,Hydromorphone Hydrochloride 8 MG Oral Tablet
19012592,15,Mycophenolic Acid 360 MG Delayed Release Oral Tablet [Myfortic]
40241982,15,emtricitabine 200 MG / Rilpivirine 25 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet
19131794,15,2 ML Sodium Chloride 9 MG/ML Prefilled Syringe
19037085,15,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide]
797399,15,gabapentin
40163818,15,rifaximin 550 MG Oral Tablet [XIFAXAN]
19076175,15,2 ML Dexmedetomidine 0.1 MG/ML Injection
40169217,15,120 ACTUAT Fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent]
19076145,15,Dexamethasone 10 MG/ML Injectable Solution
1307091,15,Metoprolol 50 MG Oral Tablet
19101573,15,nebivolol 5 MG Oral Tablet
1133229,15,Buprenorphine 2 MG Sublingual Tablet
