drug_concept_id,personCnt,concept_name
40174878,589,Levothyroxine Sodium 0.075 MG Oral Capsule
781063,588,Alprazolam 2 MG Oral Tablet
1517768,587,paricalcitol 0.001 MG Oral Capsule
19127702,586,120 ACTUAT fluticasone 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent]
994399,584,Meclizine 12.5 MG Oral Tablet
1118115,584,celecoxib 50 MG Oral Capsule
40166807,584,12 HR Carbamazepine 100 MG Extended Release Oral Tablet [Tegretol]
19077610,583,Gentamicin Sulfate (USP) 1.4 MG/ML Injectable Solution
40171852,583,Verapamil hydrochloride 120 MG Oral Tablet
40163790,583,tolterodine tartrate 2 MG Oral Tablet [Detrol]
43011809,582,"heparin sodium, porcine 10 UNT/ML Injectable Solution"
40235896,582,Triamcinolone Acetonide 0.0005 MG/MG Topical Ointment
19074939,581,Ceftazidime 170 MG/ML Injectable Solution
40239274,580,Nortriptyline 10 MG Oral Capsule [Aventyl]
19074641,577,calcium polycarbophil 625 MG Oral Tablet
40173402,577,100 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]
40173889,577,Pyridostigmine Bromide 60 MG Oral Tablet [Mestinon]
40238240,576,Divalproex Sodium 125 MG Delayed Release Oral Tablet
19047663,575,repaglinide 2 MG Oral Tablet [Prandin]
40162401,575,24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet
1362392,575,24 HR Nitroglycerin 0.4 MG/HR Transdermal Patch
1436683,575,Tamoxifen 20 MG Oral Tablet
40163951,574,24 HR carvedilol phosphate 20 MG Extended Release Oral Capsule [Coreg]
1334535,574,Ramipril 1.25 MG Oral Capsule
40167020,574,Colesevelam hydrochloride 625 MG Oral Tablet
40160993,574,0.8 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe
40231921,572,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet
40226995,572,Lidocaine Hydrochloride 0.05 MG/MG Topical Ointment
40163340,570,Propranolol Hydrochloride 4 MG/ML Oral Solution
19060035,570,Aprotinin 1.4 MG/ML Injectable Solution
1518490,569,Dexamethasone 1 MG/ML Ophthalmic Solution
975168,569,Hydrocortisone 10 MG Oral Tablet
19102202,568,Atazanavir 150 MG Oral Capsule [Reyataz]
40162737,568,Amitriptyline Hydrochloride 75 MG Oral Tablet
19030765,568,1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen]
40163234,568,Phenytoin sodium 300 MG Extended Release Oral Capsule
751251,567,Lithium Carbonate 600 MG Oral Capsule
19014903,565,Azathioprine 100 MG Injection
19131708,564,Menthol 5.4 MG Oral Lozenge [Cepacol Sore Throat from Post Nasal Drip]
19002274,564,Hydrocortisone 10 MG/ML Topical Lotion
40185005,564,Methadone Hydrochloride 0.333 MG/ML Oral Solution
1332527,563,Amlodipine 5 MG / valsartan 160 MG Oral Tablet
40181425,563,20 ML amphotericin B liposomal 5 MG/ML Injection [Abelcet]
1113039,562,345 ACTUAT Ipratropium Bromide 0.021 MG/ACTUAT Nasal Inhaler
904490,562,Esomeprazole 1.33 MG/ML Oral Suspension
40142523,562,200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium 0.018 MG/ACTUAT Metered Dose Inhaler [Combivent]
19078439,561,Ibuprofen 100 MG Chewable Tablet
1516770,561,repaglinide 0.5 MG Oral Tablet [Prandin]
1395072,561,Chlorthalidone 15 MG Oral Tablet
19132562,561,24 HR venlafaxine 37.5 MG Extended Release Oral Tablet
19039286,560,Hydrocortisone 5 MG Oral Tablet [Cortef]
19124374,559,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla]
42902961,558,Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler
19115252,557,ertapenem 313 MG/ML Injectable Solution
40223152,557,168 HR Clonidine 0.00417 MG/HR Transdermal Patch
19025985,555,Finasteride 5 MG Oral Tablet [Proscar]
40235825,555,Psyllium 14.2 MG/ML Oral Suspension [Reguloid]
1305122,554,Methotrexate 1000 MG Injection
985711,554,Ketoconazole 200 MG Oral Tablet
19077372,553,fexofenadine 60 MG Oral Capsule
40051121,553,Lactulose 667 MG/ML Syrup
40240377,553,24 HR Naproxen 500 MG Extended Release Oral Tablet
40176744,552,Dicyclomine Hydrochloride 20 MG Oral Tablet
40237545,552,24 HR Niacin 500 MG Extended Release Oral Tablet
780383,551,metaxalone 800 MG Oral Tablet
19023426,550,repaglinide 2 MG Oral Tablet
1314002,550,Atenolol
19124246,550,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet
1110410,550,Morphine
19113344,549,Eszopiclone 3 MG Oral Tablet [Lunesta]
736015,549,Risperidone 1 MG/ML Oral Solution
19122186,549,lopinavir 200 MG / Ritonavir 50 MG Oral Tablet
42903087,548,Fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler
40171550,548,Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule
19133818,547,Levalbuterol 0.417 MG/ML Inhalant Solution [Xopenex]
19022830,547,letrozole 2.5 MG Oral Tablet
19074722,546,Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet
939548,546,Budesonide 0.09 MG/ACTUAT Inhalant Powder
1707344,545,Metronidazole 0.0075 MG/MG Topical Gel
40166838,545,28 ACTUAT salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Serevent]
1362360,544,24 HR Nitroglycerin 0.2 MG/HR Transdermal Patch
40166691,544,valganciclovir 50 MG/ML Oral Solution
42707990,544,12 HR Loratadine 5 MG / Pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Claritin-D]
1713697,544,Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension
40175172,544,Levothyroxine Sodium 0.025 MG Oral Capsule
1310037,544,Amiodarone hydrochloride 100 MG Oral Tablet
1713332,543,Amoxicillin
19080095,542,Isosorbide Dinitrate 5 MG Oral Tablet
42874224,542,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet
1328686,541,Diltiazem Hydrochloride 1 MG/ML Injectable Solution
19102192,539,tadalafil 20 MG Oral Tablet
1728608,537,4 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe [Bicillin L-A]
19027622,536,1 ML Digoxin 0.1 MG/ML Injection
904547,536,Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule
19102546,536,tadalafil 5 MG Oral Tablet
734281,535,Phenobarbital 65 MG/ML Injectable Solution
968635,535,mesalamine 500 MG Extended Release Oral Capsule
19127684,535,120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler [Nasonex]
40170316,535,Vincristine Sulfate 1 MG/ML Injectable Solution [Vincasar]
1113673,534,nabumetone 750 MG Oral Tablet
19028379,534,Zinc Oxide 0.25 MG/MG Paste
19123628,533,aldioxa 0.0022 MG/MG / chloroxylenol 0.005 MG/MG Topical Powder
19108021,532,doxycycline hyclate 100 MG Delayed Release Oral Tablet
40166809,530,12 HR Carbamazepine 400 MG Extended Release Oral Tablet [Tegretol]
19076997,530,Estradiol 0.1 MG/ML Vaginal Cream
19132372,529,Amylases 33200 UNT / Endopeptidases 37500 UNT / Lipase 10000 UNT Delayed Release Oral Capsule [Creon]
40052084,529,"Insulin, Lispro, Human 25 UNT/ML / Insulin, Protamine Lispro, Human 75 UNT/ML Injectable Suspension [Humalog Mix]"
40223891,528,Miconazole Nitrate 0.02 MG/MG Topical Gel
40169444,528,Ascorbic Acid 100 MG / Biotin 0.15 MG / Calcium Pantothenate 5 MG / Folic Acid 1 MG / Niacin 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine Mononitrate 1.5 MG / Vitamin B 12 0.006 MG Oral Capsule
19022063,528,Clotrimazole 20 MG/ML Vaginal Cream
19018819,526,Betamethasone 1 MG/ML Topical Cream
19075393,526,Citalopram 2 MG/ML Oral Solution
1738521,526,Doxycycline
1736898,526,linezolid 20 MG/ML Oral Suspension [Zyvox]
40164891,525,Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet
40235279,525,24 HR Methylphenidate Hydrochloride 36 MG Extended Release Oral Tablet
1383849,524,Isosorbide Mononitrate 10 MG Oral Tablet
40163372,524,sevelamer hydrochloride 400 MG Oral Tablet [RenaGel]
1314009,523,Atenolol 100 MG / Chlorthalidone 25 MG Oral Tablet
19132010,523,Risperidone 0.5 MG Disintegrating Oral Tablet [Risperdal]
19078608,522,"Insulin, Protamine Zinc, Beef-Pork 100 UNT/ML Injectable Suspension"
40238238,522,Divalproex Sodium 125 MG Delayed Release Oral Capsule
19019937,522,torsemide 100 MG Oral Tablet
1537684,521,salmon calcitonin 200 UNT/ACTUAT Nasal Spray
19078283,521,Hydrocortisone 10 MG/ML Rectal Cream
1351147,521,coenzyme Q10 60 MG Oral Tablet
43013026,520,apixaban 2.5 MG Oral Tablet
19044610,520,Zinc Sulfate 220 MG Oral Tablet
929955,519,lansoprazole 0.5 MG/ML Oral Suspension
19080244,518,Sirolimus 1 MG/ML Oral Solution
40165561,518,haloperidol decanoate 100 MG/ML Injectable Solution
40228161,517,dabigatran etexilate 75 MG Oral Capsule
789612,517,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
1347385,517,irbesartan 75 MG Oral Tablet [Avapro]
19023525,516,paricalcitol 0.005 MG/ML Injectable Solution
800881,516,Clozapine 100 MG Oral Tablet
1724667,516,Dicloxacillin 250 MG Oral Capsule
19068246,516,Fentanyl 0.2 MG Oral Lozenge [Actiq]
1516771,515,repaglinide 1 MG Oral Tablet [Prandin]
797438,514,gabapentin 100 MG Oral Tablet
950637,514,Tacrolimus
1351588,512,candesartan cilexetil 16 MG Oral Tablet [Atacand]
40226430,512,bimatoprost 0.1 MG/ML Ophthalmic Solution [Lumigan]
19076926,511,Ergocalciferol 50000 UNT Oral Tablet
19133844,510,24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet
997958,510,Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel
19082899,510,Cyclosporine 100 MG Oral Capsule
42903105,510,Beclomethasone Dipropionate 0.08 MG/ACTUAT Nasal Inhaler
19031658,510,Iron-Dextran Complex 50 MG/ML Injectable Solution [InFed]
19078493,510,imiquimod 50 MG/ML Topical Cream
1316263,510,sildenafil 25 MG Oral Tablet [Viagra]
40224269,510,Calcium Citrate 1500 MG / Vitamin D 250 UNT Oral Tablet [Citracal Maximum + D]
1796438,510,Cefixime 400 MG Oral Tablet
19075342,508,ciclopirox 7.7 MG/ML Topical Lotion
712616,507,ziprasidone 40 MG Oral Capsule [Geodon]
19132815,507,Diclofenac 75 MG / Misoprostol 0.2 MG Enteric Coated Tablet [Arthrotec 75/200]
40170056,507,Morphine Sulfate 60 MG Extended Release Oral Tablet
1738167,507,efavirenz 600 MG Oral Tablet [Sustiva]
40163630,506,levocetirizine dihydrochloride 5 MG Oral Tablet
40160994,505,0.8 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe [Lovenox]
40035278,504,Diltiazem 240 MG 24 Hour Extended Release Capsule [Cardizem CD]
19079244,504,Permethrin 10 MG/ML Topical Lotion
19074243,504,Biotin 0.3 MG Oral Tablet
1554073,504,Propylthiouracil 50 MG Oral Tablet
766928,503,24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel]
19074334,503,brinzolamide 10 MG/ML Ophthalmic Suspension
797399,503,gabapentin
40223498,502,Cilastatin 2.5 MG/ML / Imipenem 2.5 MG/ML Injectable Solution [Primaxin]
40228971,501,Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 40 MG/ML Oral Solution
19124142,501,vinorelbine 10 MG/ML Injectable Solution
1301169,500,1 ML Epoetin Alfa 2000 UNT/ML Injection
19077464,500,Fluoxetine 4 MG/ML Oral Solution
19018901,499,Colchicine 0.5 MG Oral Tablet
19033399,498,Lanolin 0.155 MG/MG / Petrolatum 0.534 MG/MG Topical Ointment
40162450,498,24 HR tolterodine tartrate 2 MG Extended Release Oral Capsule [Detrol]
1552350,497,Progesterone 200 MG Oral Capsule
40243703,495,clobazam 10 MG Oral Tablet [Onfi]
1000734,495,Clotrimazole 10 MG/ML Topical Spray
19034050,495,Indomethacin 1 MG/ML Injectable Solution [Indocin]
970250,493,Spironolactone
40167783,493,Diphenhydramine Hydrochloride 12.5 MG Disintegrating Oral Tablet
19030580,492,Glyburide 5 MG Oral Tablet [Micronase]
19037567,492,1 ML Digoxin 0.1 MG/ML Injection [Lanoxin]
19102493,491,Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet
19126340,489,Cefixime 40 MG/ML Oral Suspension [Suprax]
1704187,488,Lamivudine 10 MG/ML Oral Solution
19102509,488,Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.0769 MEQ/ML Injectable Solution
40243835,488,Fluocinolone Acetonide 0.00025 MG/MG Topical Ointment
19074280,486,Bleomycin 15 UNT/ML Injectable Solution
19076623,486,Dipyridamole 75 MG Oral Tablet
926856,486,chlorophyllin copper complex 0.005 MG/MG / Papain 522 UNT/MG / Urea 0.1 MG/MG Topical Ointment
40163953,486,24 HR carvedilol phosphate 40 MG Extended Release Oral Capsule [Coreg]
19029508,485,Doxazosin 8 MG Oral Tablet [Cardura]
19020287,485,Urea 65 MG/ML Otic Solution
40163878,485,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa]
40171510,485,24 HR Verapamil hydrochloride 240 MG Extended Release Oral Capsule
42902547,483,Fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler
19096336,483,Milrinone 1 MG/ML Injectable Solution
40225811,483,5 ML Lidocaine Hydrochloride 20 MG/ML Prefilled Syringe
1707164,483,Metronidazole
710064,482,Amitriptyline 10 MG Oral Tablet
19037484,482,10 ML Tranexamic Acid 100 MG/ML Injection [Cyklokapron]
800892,482,Clozapine 25 MG Oral Tablet
19011192,482,torsemide 10 MG/ML Injectable Solution
19123582,482,mometasone furoate 0.2 MG/ACTUAT Inhalant Powder
40237543,481,24 HR Niacin 1000 MG Extended Release Oral Tablet
40223154,480,168 HR Clonidine 0.00833 MG/HR Transdermal Patch
920334,479,"NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule"
40165015,479,Meperidine Hydrochloride 50 MG Oral Tablet
40163375,478,sevelamer hydrochloride 403 MG Oral Capsule
19133626,477,Cromolyn Sodium 40 MG/ML Ophthalmic Solution
19017744,477,febuxostat 40 MG Oral Tablet
919436,476,Amylases 66400 UNT / Endopeptidases 75000 UNT / Lipase 20000 UNT Delayed Release Oral Capsule
40231903,475,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Capsule
19115249,473,Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet
987128,472,Lactobacillus
19102491,471,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet
1383930,471,Isosorbide Dinitrate 30 MG Oral Tablet
19036749,471,quinapril 5 MG Oral Tablet [Accupril]
757712,470,aripiprazole 20 MG Oral Tablet
40236434,469,Methylphenidate Hydrochloride 2.5 MG Chewable Tablet
40180039,468,Promethazine Hydrochloride 12.5 MG Oral Tablet
19009836,467,Vitamin E 200 UNT Oral Capsule
19079436,467,quinapril 5 MG Oral Tablet
42873631,466,Prednisone 5 MG Delayed Release Oral Tablet
712619,466,ziprasidone 20 MG Oral Capsule [Geodon]
1353575,466,Folic Acid 2.2 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG Oral Tablet
19102203,465,Atazanavir 100 MG Oral Capsule [Reyataz]
40223156,465,168 HR Clonidine 0.0125 MG/HR Transdermal Patch
1396156,465,Ascorbic Acid 500 MG / ferrous sulfate 105 MG Extended Release Oral Tablet
19079139,465,1 ML Octreotide 0.5 MG/ML Injection
1381686,465,Iron-Dextran Complex 50 MG/ML Injectable Solution
789580,464,Carbidopa 10 MG / Levodopa 100 MG Oral Tablet
40222846,464,Memantine hydrochloride 2 MG/ML Oral Solution
19074694,464,Carbamazepine 20 MG/ML Oral Suspension
993372,464,Magnesium Hydroxide 311 MG Chewable Tablet
40176329,463,Codeine Phosphate 2 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution
40166692,462,valganciclovir 50 MG/ML Oral Solution [Valcyte]
1154029,462,Fentanyl
19128378,461,olanzapine 15 MG Disintegrating Oral Tablet [Zyprexa]
40241038,460,Nitroglycerin 0.004 MG/MG Rectal Ointment
19070747,460,Mirtazapine 15 MG Disintegrating Oral Tablet
40233212,460,240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler
722064,459,Paroxetine Hydrochloride 10 MG Oral Tablet [Paxil]
19023799,459,Furosemide 40 MG Oral Tablet [Lasix]
19129077,459,Zidovudine 10 MG/ML Oral Solution
42902447,456,Fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler
40234525,455,Glycerin 1300 MG Rectal Suppository
42800636,455,Cyclopentolate hydrochloride 20 MG/ML Ophthalmic Solution [Cyclogyl]
19034647,455,Methylprednisolone 16 MG Oral Tablet [Medrol]
1154201,454,montelukast 4 MG Oral Granules
40225917,454,Bupivacaine Hydrochloride 0.625 MG/ML / Fentanyl 0.002 MG/ML Injectable Solution
40225941,454,Bupivacaine Hydrochloride 1.25 MG/ML Injectable Solution
1344966,454,Guanfacine 1 MG Oral Tablet
997313,453,Cimetidine 150 MG/ML Injectable Solution
40173074,453,Hydromorphone Hydrochloride 1 MG/ML Oral Solution [Dilaudid]
40170314,453,Vincristine Sulfate 1 MG/ML Injectable Solution
19134036,453,Petrolatum 0.42 MG/MG Topical Ointment
939903,452,Capsaicin 0.25 MG/ML Topical Cream
40228210,452,cetirizine hydrochloride 10 MG Chewable Tablet
766530,451,Haloperidol 2 MG/ML Oral Solution
1501700,450,Thyroxine
19133404,450,1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert]
43526851,450,Lidocaine 40 MG/ML Topical Cream
40182870,449,Esmolol hydrochloride 10 MG/ML Injectable Solution
44814267,449,120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]
19018817,448,Betamethasone 0.0005 MG/MG Topical Ointment
1713700,448,12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet
40222918,445,midodrine hydrochloride 10 MG Oral Tablet
19133591,445,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet
40229845,445,Piperacillin 80 MG/ML / tazobactam 10 MG/ML Injectable Solution
1747459,442,Erythromycin 20 MG/ML Medicated Pad
19010710,442,5 ML abciximab 2 MG/ML Injection [ReoPro]
1125394,442,Acetaminophen 80 MG Rectal Suppository
40227525,441,Dextromethorphan Hydrobromide 1 MG/ML / Guaifenesin 20 MG/ML Oral Solution
19132124,441,trastuzumab 22 MG/ML Injectable Solution
40163909,441,24 HR Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Extended Release Oral Capsule
1363060,441,Doxazosin 8 MG Oral Tablet
19019530,441,Perphenazine 4 MG Oral Tablet
40237313,441,Omega-3 Acid Ethyl Esters (USP) 500 MG Oral Capsule
19135604,440,Desmopressin Acetate 0.01 MG/ACTUAT Nasal Spray [DDAVP]
19010556,440,"cyclosporine, modified 100 MG/ML Oral Solution"
704945,439,Methocarbamol 750 MG Oral Tablet
40166700,439,Cyproheptadine hydrochloride 0.4 MG/ML Oral Solution
19074846,438,Cefadroxil 50 MG/ML Oral Suspension
19041103,438,terconazole 4 MG/ML Vaginal Cream [Terazol 7]
1165634,438,Guaifenesin 10 MG/ML Oral Solution
42708510,438,120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler
1735948,437,rifaximin 200 MG Oral Tablet
40223160,437,2 ML Midazolam 1 MG/ML Prefilled Syringe
40232730,437,Oxycodone Hydrochloride 20 MG Oral Tablet
19133483,437,Alanine 12.8 MG/ML / Arginine 9.8 MG/ML / Glycine 12.8 MG/ML / Histidine 3 MG/ML / Isoleucine 7.2 MG/ML / Leucine 9.4 MG/ML / Lysine 7.2 MG/ML / Methionine 4 MG/ML / Phenylalanine 4.4 MG/ML / Proline 8.6 MG/ML / Serine 4.2 MG/ML / Threonine 5.2 MG/ML / Tr
941258,437,Docusate
40221862,436,12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]
19075428,435,Clindamycin 10 MG/ML Topical Solution
19003702,434,Labetalol 200 MG Oral Tablet [Trandate]
19080092,434,Ipratropium 0.2 MG/ML Inhalant Solution
40185204,434,Miconazole Nitrate 100 MG Vaginal Suppository
1707751,433,Vancomycin 250 MG Oral Capsule
19078786,432,Thyroxine 0.1 MG Oral Tablet [Synthroid]
920949,431,Betamethasone 0.5 MG/ML Augmented Topical Cream
19075984,430,Vitamin B 12 0.25 MG Oral Tablet
19099572,430,Guaifenesin 400 MG Oral Tablet
711587,430,Levetiracetam 750 MG Oral Tablet [Keppra]
40239109,429,doxylamine succinate 25 MG Oral Tablet
19080242,429,rizatriptan 10 MG Oral Tablet
1189760,428,rofecoxib 12.5 MG Oral Tablet
1301241,428,Melatonin 0.25 MG/ML Oral Solution
40171499,428,24 HR Verapamil hydrochloride 120 MG Extended Release Oral Capsule
1326303,427,Digoxin
40221974,427,Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet
43560387,427,dolutegravir 50 MG Oral Tablet
40238115,427,ferrous sulfate 140 MG Extended Release Oral Tablet
19036337,426,Calcium Carbonate 1250 MG Chewable Tablet
40173594,425,Alendronic acid 35 MG Oral Tablet
1154654,425,Albuterol 0.4 MG/ML Oral Solution
43526419,424,dexamethasone acetate 8 MG/ML Injectable Suspension
40032359,424,Dextromethorphan 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Robitussin-DM]
19034582,423,Fluconazole 200 MG Oral Tablet [Diflucan]
19112755,423,Mycophenolic Acid 180 MG Delayed Release Oral Tablet
19028218,423,Cascara sagrada 0.167 ML/ML / Magnesium Hydroxide 78 MG/ML Oral Suspension
1309070,423,Minoxidil 2.5 MG Oral Tablet
1314581,422,nebivolol 10 MG Oral Tablet
1703606,422,famciclovir 500 MG Oral Tablet
1583724,422,exenatide 0.25 MG/ML Injectable Solution
19047907,421,salmon calcitonin 200 UNT/ML Injectable Solution [Miacalcin]
975171,420,Hydrocortisone 25 MG/ML Topical Lotion
40163900,420,200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]
19039199,420,Tropicamide 10 MG/ML Ophthalmic Solution [Mydriacyl]
955640,419,Fluorouracil 50 MG/ML Injectable Solution [Adrucil]
40169960,419,Morphine Sulfate 20 MG/ML Oral Solution
40173151,419,Hydromorphone Hydrochloride 8 MG Oral Tablet
718754,418,24 HR Nicotine 0.583 MG/HR Transdermal Patch [Nicoderm C-Q]
40162829,418,Bethanechol Chloride 10 MG Oral Tablet
40169054,417,Flecainide Acetate 50 MG Oral Tablet
1301025,417,Enoxaparin
19033469,417,mesalamine 250 MG Extended Release Oral Capsule [Pentasa]
19126731,416,Sodium Chloride 0.111 MEQ/ML Nasal Spray [Deep Sea]
43011810,416,"heparin sodium, porcine 10 UNT/ML Injectable Solution [Hep-Lock]"
40165757,415,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet
922929,415,Permethrin 10 MG/ML Topical Cream
19132847,415,lacosamide 100 MG Oral Tablet
19058104,415,Ketoconazole 10 MG/ML Medicated Shampoo
1351583,415,candesartan cilexetil 16 MG Oral Tablet
40162511,414,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet
1351589,414,candesartan cilexetil 32 MG Oral Tablet [Atacand]
1524676,414,zoledronic acid 0.8 MG/ML Injectable Solution [Zometa]
19091378,413,Poractant alfa 80 MG/ML Intratracheal Suspension
40163210,413,Phenytoin sodium 100 MG Oral Capsule
40165654,413,onabotulinumtoxinA 100 UNT Injection [Botox]
19127433,413,Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet
40236147,412,Docusate Sodium 3.33 MG/ML Oral Solution
904453,412,Esomeprazole
19127817,412,Psyllium 283 MG/ML Oral Solution
19129264,411,Fosaprepitant dimeglumine 1 MG/ML Injectable Solution [Emend Injection]
1328165,411,Diltiazem
40163617,411,dronedarone 400 MG Oral Tablet
19102218,411,bortezomib 1 MG/ML Injectable Solution
1714303,411,voriconazole 50 MG Oral Tablet [Vfend]
766926,410,24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel]
40223267,410,Aspirin 325 MG / Codeine Phosphate 30 MG Oral Tablet
19021852,410,clobazam 10 MG Oral Tablet
19012417,409,Atenolol 25 MG Oral Tablet [Tenormin]
19037063,408,Calcium Gluconate 650 MG Oral Tablet
40234705,408,Nystatin 100 UNT/MG / Triamcinolone Acetonide 0.001 MG/MG Topical Ointment
19133572,408,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Cardizem]
19043177,408,Aluminum Hydroxide 40 MG/ML / Magnesium Hydroxide 40 MG/ML / Simethicone 4 MG/ML Oral Suspension [Maalox Plus]
1513877,408,"Insulin Lispro 25 UNT/ML / Insulin, Protamine Lispro, Human 75 UNT/ML Injectable Suspension"
757358,407,Eszopiclone 3 MG Oral Tablet
40241982,407,emtricitabine 200 MG / Rilpivirine 25 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet
19057665,407,Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet
1539469,407,ezetimibe 10 MG / Simvastatin 10 MG Oral Tablet
40223110,407,Codeine sulfate 15 MG Oral Tablet
1036159,407,Starch 0.51 MG/MG Rectal Suppository [Anusol Hemorrhoidal Suppositories]
44507564,406,0.5 ML Tbo-filgrastim 0.6 MG/ML Prefilled Syringe [Granix]
19027666,405,cytomegalovirus immune globulin 50 MG/ML Injectable Solution
19032804,405,Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension [Cortomycin]
42902224,404,Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet
42708624,404,Omeprazole 2 MG/ML Oral Suspension
19082680,404,Calcium Carbonate 500 MG Oral Tablet
932750,404,Bumetanide 2 MG Oral Tablet
40163229,403,Phenytoin sodium 30 MG Extended Release Oral Capsule
40179635,401,Chlorpromazine hydrochloride 10 MG Oral Tablet
19019693,401,Primidone 50 MG Oral Tablet
19044709,401,20 ML Cisatracurium 10 MG/ML Injection [Nimbex]
902806,401,Tobramycin 60 MG/ML Inhalant Solution
1586345,401,"insulin pork, isophane 70 UNT/ML / Insulin, Regular, Pork 30 UNT/ML Injectable Suspension"
1315947,400,letrozole 2.5 MG Oral Tablet [Femara]
950137,400,ciclopirox 0.0077 MG/MG Topical Gel
19040302,400,1 ML Calcitriol 0.001 MG/ML Injection [Calcijex]
1367500,398,Losartan
42709021,398,Loperamide Hydrochloride 0.133 MG/ML Oral Suspension
40230586,398,1.7 ML denosumab 70 MG/ML Injection [Xgeva]
19076733,398,Dornase Alfa 1 MG/ML Inhalant Solution
40171675,398,Benazepril hydrochloride 40 MG Oral Tablet
40241488,398,Colistin 75 MG/ML Injectable Solution
1103314,397,Tramadol
1529352,396,Acarbose 50 MG Oral Tablet
1388799,396,Leucovorin 25 MG Oral Tablet
40176686,396,Dextromethorphan 3 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution
19008265,395,Vinblastine 1 MG/ML Injectable Solution
